BP,DHD,Dtrc7,Atrc7,Drec7,lat,lon
0.09,50.14,0,0,0,11.775,120.125
0.022,55.73,0,0,0,24.675,-83.025
0,55.61,0,0,0,24.625,-83.025
0,55.73,0,0,0,24.675,-83.025
0,55.73,0,0,0,24.675,-83.025
0.017,53.05,0,0,0,25.025,-80.375
0.031,53.05,0,0,0,25.025,-80.375
0.167,53.05,0,0,0,25.025,-80.375
0,53.05,0,0,0,25.025,-80.375
0,53.05,0,0,0,25.025,-80.375
0,50.51,0,0,0,20.625,-87.025
0,50.51,0,0,0,20.625,-87.025
0.0615,38.42,0,0,0,25.725,-80.125
0,52.01,0,0,0,25.125,-80.275
0.01,54.65,0,0,0,5.775,103.075
0.01,53.69,0,0,0,5.775,103.025
0.01,53.69,0,0,0,5.775,103.025
0.01,53.69,0,0,0,5.775,103.025
0.01,54.65,0,0,0,5.775,103.075
0.01,54.65,0,0,0,5.775,103.075
0.01,54.65,0,0,0,5.775,103.075
0.01,53.69,0,0,0,5.775,103.025
0.01,54.65,0,0,0,5.775,103.075
0.01,53.69,0,0,0,5.775,103.025
0.0875,53.69,0,0,0,5.775,103.025
0.0875,53.69,0,0,0,5.775,103.025
0.0875,53.69,0,0,0,5.775,103.025
0.0875,53.69,0,0,0,5.775,103.025
0.0875,53.69,0,0,0,5.775,103.025
0,30.36,0,0,13,17.925,-66.675
0.0125,53.69,0,0,0,5.775,103.025
0.0125,53.69,0,0,0,5.775,103.025
0.03,52.25,0,0,0,5.725,102.975
0.03,52.25,0,0,0,5.725,102.975
0.0425,54.63999,0,0,0,5.825,103.025
0.0425,54.63999,0,0,0,5.825,103.025
0.0425,54.63999,0,0,0,5.825,103.025
0.0425,54.63999,0,0,0,5.825,103.025
0.0425,54.63999,0,0,0,5.825,103.025
0.05,53.69,0,0,0,5.775,103.025
0.05,53.69,0,0,0,5.775,103.025
0.05,53.69,0,0,0,5.775,103.025
0.05,53.69,0,0,0,5.775,103.025
0.05,53.69,0,0,0,5.775,103.025
0.1,53.69,0,0,0,5.775,103.025
0.1,53.69,0,0,0,5.775,103.025
0.1,53.69,0,0,0,5.775,103.025
0.1,53.69,0,0,0,5.775,103.025
0.1,53.69,0,0,0,5.775,103.025
0.25,52.25,0,0,0,5.725,102.975
0.0025,52.25,0,0,0,5.725,102.975
0,39.88,0,0,10,29.475,34.925
0,39.88,0,0,10,29.475,34.925
0.425,43.69,0,0,0,10.125,99.825
0.4625,43.69,0,0,0,10.125,99.825
0,55.52,0,0,0,24.825,-80.625
0,55.52,0,0,0,24.825,-80.625
0,55.52,0,0,0,24.825,-80.625
0,55.52,0,0,0,24.825,-80.625
0.0125,53.69,0,0,0,5.775,103.025
0.0125,53.69,0,0,0,5.775,103.025
0.0125,53.69,0,0,0,5.775,103.025
0.03,50.11,0,0,0,5.925,102.675
0.03,50.11,0,0,0,5.925,102.675
0.03,52.25,0,0,0,5.725,102.975
0.25,52.25,0,0,0,5.725,102.975
0.0025,52.25,0,0,0,5.725,102.975
0.0025,52.25,0,0,0,5.725,102.975
0.075,32.77,0,0,0,18.425,-66.025
0,32.77,0,0,0,18.425,-66.025
0,30.23,0,0,0,18.125,-67.425
0,31.9,0,0,0,18.075,-67.425
0.12,29.29,0,0,0,1.225,103.625
0,54.21,0,0,0,24.925,-80.475
0.01,52.25,0,0,0,5.725,102.975
0.01,50.11,0,0,0,5.925,102.675
0.01,50.11,0,0,0,5.925,102.675
0.01,52.25,0,0,0,5.725,102.975
0.01,52.25,0,0,0,5.725,102.975
0.05,54.63999,0,0,0,5.825,103.025
0.05,54.63999,0,0,0,5.825,103.025
0.05,53.09,0,0,0,5.775,102.975
0.05,53.09,0,0,0,5.775,102.975
0.05,53.09,0,0,0,5.775,102.975
0.05,53.09,0,0,0,5.775,102.975
0.05,54.63999,0,0,0,5.825,103.025
0.05,54.63999,0,0,0,5.825,103.025
0.05,53.09,0,0,0,5.775,102.975
0.05,54.63999,0,0,0,5.825,103.025
0.0606,38.42,0,0,0,25.725,-80.125
0,33.05,0,0,0,17.925,-67.325
0,33.05,0,0,0,17.925,-67.325
0,28.82,0,0,0,17.975,-67.225
0,36.36,0,0,0,17.225,-62.675
0,36.36,0,0,0,17.225,-62.675
0.026,33.05,0,0,0,17.925,-67.325
0,33.05,0,0,0,17.925,-67.325
0,32.18,0,0,0,17.975,-67.325
0,28.82,0,0,0,17.975,-67.225
0.25,52.01,0,0,0,25.125,-80.275
0,42.61,0,0,0,4.575,118.925
0,42.61,0,0,0,4.575,118.925
0,42.61,0,0,0,4.575,118.925
0,42.61,0,0,0,4.575,118.925
0,42.61,0,0,0,4.575,118.925
0,42.61,0,0,0,4.575,118.925
0.05,33.51,0,0,0,18.475,-66.075
0.05,34.12,0,0,0,7.675,98.775
0,51.12,0,0,0,25.025,-80.325
0.015,36.65,0,0,0,17.925,-87.925
0,49.97,0,0,0,4.675,118.225
0,49.97,0,0,0,4.675,118.225
0,42.61,0,0,0,4.575,118.925
0,42.61,0,0,0,4.575,118.925
0,41.49001,0,0,0,4.575,118.975
0,42.61,0,0,0,4.575,118.925
0,41.49001,0,0,0,4.575,118.975
0.005,37.91,0,0,0,17.825,-87.975
0,37.24,0,0,0,17.175,-62.675
0,53.86,0,0,0,25.125,-80.325
0,53.86,0,0,0,25.125,-80.325
0,52.01,0,0,0,25.125,-80.275
0,52.01,0,0,0,25.125,-80.275
0.2,37.06,0,0,0,17.175,-62.625
0.1478,38.42,0,0,0,25.725,-80.125
0,53.86,0,0,0,25.125,-80.325
0,53.86,0,0,0,25.125,-80.325
0,53.86,0,0,0,25.125,-80.325
0,52.01,0,0,0,25.125,-80.275
0,52.01,0,0,0,25.125,-80.275
0,53.76,0,0,0,4.225,118.625
0,53.86,0,0,0,25.125,-80.325
0,53.86,0,0,0,25.125,-80.325
0,53.86,0,0,0,25.125,-80.325
0,53.86,0,0,0,25.125,-80.325
0,53.86,0,0,0,25.125,-80.325
0,55.92,0,0,0,25.125,-80.375
0,52.38,0,0,0,25.075,-80.325
0,52.38,0,0,0,25.075,-80.325
0,52.38,0,0,0,25.075,-80.325
0,52.38,0,0,0,25.075,-80.325
0,52.38,0,0,0,25.075,-80.325
0.022,52.01,0,0,0,25.125,-80.275
0.033,52.01,0,0,0,25.125,-80.275
0,52.01,0,0,0,25.125,-80.275
0,52.01,0,0,0,25.125,-80.275
0,52.01,0,0,0,25.125,-80.275
0,52.01,0,0,0,25.125,-80.275
0.2125,43.69,0,0,0,10.125,99.825
0.275,43.69,0,0,0,10.125,99.825
0,55.54,0,0,0,25.025,-80.425
0,52.47,0,0,0,25.175,-80.275
0,52.47,0,0,0,25.175,-80.275
0,52.47,0,0,0,25.175,-80.275
0,52.47,0,0,0,25.175,-80.275
0,52.47,0,0,0,25.175,-80.275
0.1398,55.08,0,0,0,20.925,-86.825
0.0233,54.4,0,0,0,20.975,-86.775
0.1733,55.08,0,0,0,20.925,-86.825
0.219,52.95,0,0,0,20.975,-86.825
0.2723,54.66,0,0,0,20.825,-86.875
0.287,54.66,0,0,0,20.825,-86.875
0.3162,54.66,0,0,0,20.825,-86.875
0,52.87,0,0,0,7.275,134.525
0,52.34,0,0,0,7.325,134.575
0,55.85,0,0,0,7.125,134.275
0,53.59,0,0,0,7.425,134.375
0,53.33,0,0,0,7.325,134.475
0,53.33,0,0,0,7.325,134.475
0,51.14,0,0,0,7.575,134.625
0,48.02,0,0,0,7.825,134.575
0,51.87,0,0,0,7.425,134.625
0,51.87,0,0,0,7.425,134.625
0,47.87,0,0,0,7.575,134.475
0,52.01,0,0,0,25.125,-80.275
0,52.47,0,0,0,25.175,-80.275
0,51.69,0,0,0,25.175,-80.225
0,51.69,0,0,0,25.175,-80.225
0.1877,38.42,0,0,0,25.725,-80.125
0,51.06,0,0,0,24.525,-80.975
0.1386,53.69,0,0,0,5.775,103.025
0.2596,53.69,0,0,0,5.775,103.025
0.5,53.69,0,0,0,5.775,103.025
0.8,53.69,0,0,0,5.775,103.025
0.0846,53.43,0,0,0,5.725,103.025
0.0976,53.69,0,0,0,5.775,103.025
0.1937,53.69,0,0,0,5.775,103.025
0.194,53.43,0,0,0,5.725,103.025
0,43.68,0,0,0,4.525,118.925
0,43.68,0,0,0,4.525,118.925
0.5833,53.43,0,0,0,5.725,103.025
0.6111,53.43,0,0,0,5.725,103.025
0.6429,53.69,0,0,0,5.775,103.025
0.8333,53.69,0,0,0,5.775,103.025
0.04,35.96,0,0,0,16.125,-86.925
0.0492,35.56,0,0,0,16.075,-86.975
0.1717,35.96,0,0,0,16.125,-86.925
0.075,35.56,0,0,0,16.075,-86.975
0.2857,35.96,0,0,0,16.125,-86.925
0,35.56,0,0,0,16.075,-86.975
0,35.96,0,0,0,16.125,-86.925
0.1311,54.65,0,0,0,5.775,103.075
0.2209,52.25,0,0,0,5.725,102.975
0.2781,54.65,0,0,0,5.775,103.075
0.352,52.25,0,0,0,5.725,102.975
0.6,54.65,0,0,0,5.775,103.075
0.7857,54.65,0,0,0,5.775,103.075
0.875,52.25,0,0,0,5.725,102.975
1,52.25,0,0,0,5.725,102.975
0.1402,35.51,0,0,0,16.125,-86.875
0.1429,34.26,7,0.84,7,16.075,-86.875
0.0313,35.51,0,0,0,16.125,-86.875
0.1481,35.51,0,0,0,16.125,-86.875
0.0811,35.51,0,0,0,16.125,-86.875
0.2045,35.51,0,0,0,16.125,-86.875
0.2449,34.26,7,0.84,7,16.075,-86.875
0,34.26,7,0.84,7,16.075,-86.875
0,34.26,7,0.84,7,16.075,-86.875
0,35.51,0,0,0,16.125,-86.875
0.1125,43.2,0,0,0,10.075,99.825
0.1,43.2,0,0,0,10.075,99.825
0.1392,35.21,0,0,0,16.025,-86.975
0.0319,37.28,0,0,0,16.075,-87.025
0.1515,35.21,0,0,0,16.025,-86.975
0.0435,35.56,0,0,0,16.075,-86.975
0.0667,37.28,0,0,0,16.075,-87.025
0.0976,35.56,0,0,0,16.075,-86.975
0.1944,35.56,0,0,0,16.075,-86.975
0.2,35.21,0,0,0,16.025,-86.975
0,37.28,0,0,0,16.075,-87.025
0,37.28,0,0,0,16.075,-87.025
0,35.21,0,0,0,16.025,-86.975
0,35.56,0,0,0,16.075,-86.975
0.1804,38.42,0,0,0,25.725,-80.125
0,55.92,0,0,0,25.125,-80.375
0,53.86,0,0,0,25.125,-80.325
0.1136,35.45,14,5.94,8,16.475,-85.825
0.1622,35.45,14,5.94,8,16.475,-85.825
0.05,35.45,14,5.94,8,16.475,-85.825
0,35.45,14,5.94,8,16.475,-85.825
0,35.45,14,5.94,8,16.475,-85.825
0,35.45,14,5.94,8,16.475,-85.825
0.3333,35.45,14,5.94,8,16.475,-85.825
0.1013,35.6,14,4.96,8,16.475,-85.925
0.0185,35.6,14,4.96,8,16.475,-85.925
0.0345,35.6,14,4.96,8,16.475,-85.925
0.0345,35.6,14,4.96,8,16.475,-85.925
0.2593,35.6,14,4.96,8,16.475,-85.925
0,35.6,14,4.96,8,16.475,-85.925
0,35.6,14,4.96,8,16.475,-85.925
0,35.6,14,4.96,8,16.475,-85.925
0,35.6,14,4.96,8,16.475,-85.925
0,35.6,14,4.96,8,16.475,-85.925
0,35.6,14,4.96,8,16.475,-85.925
0.0172,34.91,13,4.76,8,16.425,-85.925
0.0196,34.91,13,4.76,8,16.425,-85.925
0.0204,35.02,13,4.27,8,16.375,-85.975
0.0233,33.76,14,4.84,8,16.375,-85.875
0.084,33.76,14,4.84,8,16.375,-85.875
0.1837,33.76,14,4.84,8,16.375,-85.875
0.2188,35.02,13,4.27,8,16.375,-85.975
0,35.02,13,4.27,8,16.375,-85.975
0,33.76,14,4.84,8,16.375,-85.875
0.01,36.91,0,0,0,2.875,104.075
0.01,36.91,0,0,0,2.875,104.075
0.01,36.91,0,0,0,2.875,104.075
0,36.87,0,0,0,26.175,-80.075
0,39.88,0,0,10,29.475,34.925
0,39.88,0,0,10,29.475,34.925
0,50.74,0,0,0,10.225,169.975
0,50.74,0,0,0,10.225,169.975
0,51.29,0,0,0,10.275,169.975
0,51.29,0,0,0,10.275,169.975
0,51.29,0,0,0,10.275,169.975
0,51.29,0,0,0,10.275,169.975
0.027,29.84,0,0,0,18.025,-65.825
0.3,42.89,13,2.08,21,21.975,120.875
0.3,38.67,0,0,0,22.125,120.925
0.3,47.5,10,1.68,19,22.075,120.975
0.3,55.54,14,4.09,18,22.025,121.025
0,51.09,0,0,0,25.225,-80.225
0,53.45,0,0,0,10.275,169.875
0,53.45,0,0,0,10.275,169.875
0,53.45,0,0,0,10.275,169.875
0,53.45,0,0,0,10.275,169.875
0.05,44.93,0,0,0,10.375,99.325
0.05,40.22,0,0,0,10.475,99.425
0.07,48.49,0,0,0,10.325,99.275
0.2655,38.42,0,0,0,25.725,-80.125
0,53.89,0,0,0,10.425,169.925
0,53.89,0,0,0,10.425,169.925
0,53.12,0,0,0,10.375,169.925
0,53.12,0,0,0,10.375,169.925
0.05,41.99,0,0,0,10.425,99.375
0.1,45.86,0,0,0,10.375,99.275
0,50.1,0,0,0,10.275,99.275
0.005,55.16,0,0,0,5.575,103.075
0.005,55.16,0,0,0,5.575,103.075
0.25,54.56,0,0,0,5.625,103.075
0.25,54.56,0,0,0,5.625,103.075
0.005,55.16,0,0,0,5.575,103.075
0.005,55.16,0,0,0,5.575,103.075
0.005,55.16,0,0,0,5.575,103.075
0.0025,54.56,0,0,0,5.625,103.075
0.0025,54.56,0,0,0,5.625,103.075
0.0025,54.56,0,0,0,5.625,103.075
0,54.56,0,0,0,5.625,103.075
0,54.56,0,0,0,5.625,103.075
0.005,53.97,0,0,0,5.675,103.075
0.005,53.97,0,0,0,5.675,103.075
0.0075,54.34,0,0,0,5.625,103.175
0.0075,54.34,0,0,0,5.625,103.175
0.0175,54.34,0,0,0,5.625,103.175
0.0175,54.34,0,0,0,5.625,103.175
0.0175,54.34,0,0,0,5.625,103.175
0.0175,54.34,0,0,0,5.625,103.175
0.0175,54.34,0,0,0,5.625,103.175
0.0075,54.34,0,0,0,5.625,103.175
0.0075,54.34,0,0,0,5.625,103.175
0.0075,54.34,0,0,0,5.625,103.175
0.005,53.97,0,0,0,5.675,103.075
0.005,53.97,0,0,0,5.675,103.075
0.005,53.97,0,0,0,5.675,103.075
0,42.11,0,0,12,23.275,119.525
0,42.11,0,0,12,23.275,119.525
0,42.11,0,0,12,23.275,119.525
0,36.07,10,0.68,7,18.125,-67.925
0.205,51.15,0,0,0,24.275,-80.625
0,33.27,0,0,0,18.425,-69.675
0,33.27,0,0,0,18.425,-69.675
0.018,28.66,0,0,0,27.925,-93.575
0.0036,28.66,0,0,0,27.925,-93.575
0,54.6,0,0,0,24.625,-83.125
0,54.6,0,0,0,24.625,-83.125
0,55.68,0,0,0,24.675,-83.075
0,28.66,0,0,0,27.925,-93.575
0,53.89,0,0,0,10.425,169.925
0.111,55.25,0,0,0,24.625,-83.075
0.0502,29.22,0,0,0,27.875,-93.825
0.052,29.22,0,0,0,27.875,-93.825
0,55.61,0,0,0,24.625,-83.025
0,54.98,0,0,0,25.225,-80.325
0,52.47,0,0,0,25.175,-80.275
0,51.69,0,0,0,25.175,-80.225
0,51.69,0,0,0,25.175,-80.225
0,29.22,0,0,0,27.875,-93.825
0,33.27,0,0,0,18.425,-69.675
0,33.53,0,0,0,18.425,-69.625
0,54.01,0,0,0,10.325,169.875
0,54.01,0,0,0,10.325,169.875
0,53.12,0,0,0,10.375,169.925
0,53.12,0,0,0,10.375,169.925
0,40.22,0,0,0,9.875,123.775
0,55.54,0,0,0,25.025,-80.425
0,53.05,0,0,0,25.025,-80.375
0,53.05,0,0,0,25.025,-80.375
0.2979,38.42,0,0,0,25.725,-80.125
0,55.68,0,0,0,24.675,-83.075
0,55.68,0,0,0,24.675,-83.075
0,55.68,0,0,0,24.675,-83.075
0.5,54.03,0,0,0,16.625,-88.325
0,32.54,0,0,0,18.375,-67.475
0,32.54,0,0,0,18.375,-67.475
0,32.54,0,0,0,18.375,-67.475
0,32.54,0,0,0,18.375,-67.475
0.125,43.69,0,0,0,10.125,99.825
0.0525,43.69,0,0,0,10.125,99.825
0.0952,31.53,0,0,0,17.525,-87.825
0,36.07,10,0.68,7,18.125,-67.925
0,35.29,0,0,8,18.075,-67.925
0,35.29,0,0,8,18.075,-67.925
0,45.63,0,0,0,18.475,-64.575
0,45.63,0,0,0,18.475,-64.575
0,33.27,0,0,0,18.425,-69.675
0,35.25,10,0.59,8,18.075,-67.875
0,35.29,0,0,8,18.075,-67.925
0,35.25,10,0.59,8,18.075,-67.875
0,35.25,10,0.59,8,18.075,-67.875
0,45.63,0,0,0,18.475,-64.575
0,45.63,0,0,0,18.475,-64.575
0.005,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.005,49.99,0,0,0,5.225,103.275
0.005,49.99,0,0,0,5.225,103.275
0,35.29,0,0,8,18.075,-67.925
0.0417,54.64,0,0,0,22.225,-159.475
0.0417,54.64,0,0,0,22.225,-159.475
0.02,51.12,0,0,0,25.025,-80.325
0.01,51.12,0,0,0,25.025,-80.325
0.1095,54.64,0,0,0,22.225,-159.475
0.1095,54.64,0,0,0,22.225,-159.475
0.4115,45.63,0,0,0,18.475,-64.575
0.0014,45.63,0,0,0,18.475,-64.575
0,45.63,0,0,0,18.475,-64.575
0,45.63,0,0,0,18.475,-64.575
0,45.63,0,0,0,18.475,-64.575
0,45.63,0,0,0,18.475,-64.575
0,45.63,0,0,0,18.475,-64.575
0,45.63,0,0,0,18.475,-64.575
0,45.63,0,0,0,18.475,-64.575
0,45.63,0,0,0,18.475,-64.575
0.01,51.12,0,0,0,25.025,-80.325
0.0811,51.55,0,0,0,22.225,-159.575
0.0811,51.55,0,0,0,22.225,-159.575
0.3831,45.63,0,0,0,18.475,-64.575
0.0013,45.63,0,0,0,18.475,-64.575
0.1587,51.55,0,0,0,22.225,-159.575
0.1587,51.55,0,0,0,22.225,-159.575
0.0603,51.55,0,0,0,22.225,-159.575
0.0603,51.55,0,0,0,22.225,-159.575
0,51.55,0,0,0,22.225,-159.575
0,51.55,0,0,0,22.225,-159.575
0.25,45.12,9,4.74,12,25.675,-79.325
0,33.37,0,0,0,2.575,104.325
0,33.37,0,0,0,2.575,104.325
0,33.37,0,0,0,2.575,104.325
0,33.37,0,0,0,2.575,104.325
0,33.37,0,0,0,2.575,104.325
0,33.37,0,0,0,2.575,104.325
0,33.37,0,0,0,2.575,104.325
0,33.37,0,0,0,2.575,104.325
0,32.69,0,0,0,2.675,104.175
0,32.69,0,0,0,2.675,104.175
0.029,33.05,0,0,0,17.925,-67.325
0.069,32.18,0,0,0,17.975,-67.325
0,32.18,0,0,0,17.975,-67.325
0.3421,38.42,0,0,0,25.725,-80.125
0.1364,47.71,0,0,0,20.275,-87.375
0.1364,47.71,0,0,0,20.275,-87.375
0.1429,45.68,0,0,0,20.225,-87.425
0.037,45.68,0,0,0,20.225,-87.425
0,45.68,0,0,0,20.225,-87.425
0,52.01,0,0,0,25.125,-80.275
0,51.09,0,0,0,25.225,-80.225
0,53.05,0,0,0,25.025,-80.375
0,51.12,0,0,0,25.025,-80.325
0.005,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.01,49.99,0,0,0,5.225,103.275
0.005,49.99,0,0,0,5.225,103.275
0.205,51.1,0,0,0,25.275,-80.225
0.3736,38.42,0,0,0,25.725,-80.125
0.88,48.77,10,1.63,8,23.575,-79.625
0.88,48.22,13,3.85,7,23.925,-79.825
0,39.88,0,0,10,29.475,34.925
0,39.88,0,0,10,29.475,34.925
0.25,46.92001,0,0,0,4.825,103.675
0.25,46.92001,0,0,0,4.825,103.675
0.25,46.92001,0,0,0,4.825,103.675
0.25,46.92001,0,0,0,4.825,103.675
0.0025,46.92001,0,0,0,4.825,103.675
0.0025,46.92001,0,0,0,4.825,103.675
0.0025,46.92001,0,0,0,4.825,103.675
0.0025,46.92001,0,0,0,4.825,103.675
0.0025,46.92001,0,0,0,4.825,103.675
0.0025,46.92001,0,0,0,4.825,103.675
0,46.92001,0,0,0,4.825,103.675
0,46.92001,0,0,0,4.825,103.675
0.2,51.19,14,4.7,12,21.925,121.725
0.6,51.19,14,4.7,12,21.925,121.725
0.88,45.2,13,2.54,7,23.875,-79.775
0.005,46.92001,0,0,0,4.825,103.675
0.005,46.92001,0,0,0,4.825,103.675
0.005,46.92001,0,0,0,4.825,103.675
0.005,46.92001,0,0,0,4.825,103.675
0.005,46.92001,0,0,0,4.825,103.675
0,46.92001,0,0,0,4.825,103.675
0,46.92001,0,0,0,4.825,103.675
0,46.92001,0,0,0,4.825,103.675
0,46.92001,0,0,0,4.825,103.675
0.018,47.92,0,0,0,18.325,-65.325
0.039,48.27,0,0,0,18.375,-65.325
0.082,47.92,0,0,0,18.325,-65.325
1,47.92,0,0,0,18.325,-65.325
0,33.53,0,0,0,18.425,-69.625
0,33.53,0,0,0,18.425,-69.625
0.1429,46.88,0,0,0,21.175,-86.725
0.1667,46.88,0,0,0,21.175,-86.725
0.2222,46.88,0,0,0,21.175,-86.725
0,47.69,0,0,0,21.125,-86.725
0.1,31.48,0,0,0,9.975,125.225
0.4,31.48,0,0,0,9.975,125.225
0.5,31.48,0,0,0,9.975,125.225
0.5,31.48,0,0,0,9.975,125.225
0.109,46.8,0,0,0,18.275,-65.325
0.161,41.99,0,0,0,18.075,-65.325
0.091,48.74,0,0,0,18.325,-65.225
0.227,44.51,0,0,0,18.225,-65.425
0.353,48.54,0,0,0,18.275,-65.225
0.205,51.1,0,0,0,25.275,-80.225
0,31.48,0,0,0,9.975,125.225
0,31.48,0,0,0,9.975,125.225
0.95,31.48,0,0,0,9.975,125.225
1,31.48,0,0,0,9.975,125.225
0.105,46.8,0,0,0,18.375,-65.375
0.118,46.69,0,0,0,18.325,-65.375
0,45.31,0,0,0,18.225,-65.375
0,46.69,0,0,0,18.325,-65.375
0.4015,38.42,0,0,0,25.725,-80.125
0.3,31.48,0,0,0,9.975,125.225
0,31.48,0,0,0,9.975,125.225
0.8,31.48,0,0,0,9.975,125.225
1,31.48,0,0,0,9.975,125.225
0,43.7,0,0,0,20.075,-87.475
0,43.7,0,0,0,20.075,-87.475
0,43.7,0,0,0,20.075,-87.475
0,39.51,0,0,0,7.975,-82.025
0,34.37,0,0,0,7.825,-81.775
0,34.37,0,0,0,7.825,-81.775
0,34.37,0,0,0,7.825,-81.775
0.0075,38.13,0,0,0,-19.125,146.875
0.01,38.13,0,0,0,-19.125,146.875
0.1,31.48,0,0,0,9.975,125.225
0,31.48,0,0,0,9.975,125.225
0,31.48,0,0,0,9.975,125.225
0.68,31.48,0,0,0,9.975,125.225
0.71,31.48,0,0,0,9.975,125.225
0,41.53001,0,0,0,18.175,-65.525
0,42.18,0,0,0,18.175,-65.475
0,42.18,0,0,0,18.175,-65.475
0,38.21,0,0,0,26.275,-80.075
0,39.14,0,0,0,26.325,-80.075
0.63,51.65,0,0,10,25.325,-80.225
0,28.28,0,0,0,2.275,104.125
0,28.47,0,0,0,2.325,104.125
0,28.28,0,0,0,2.275,104.125
0,28.28,0,0,0,2.275,104.125
0,28.47,0,0,0,2.325,104.125
0,35.85,0,0,0,2.775,104.225
0,28.28,0,0,0,2.275,104.125
0,28.47,0,0,0,2.325,104.125
0,28.28,0,0,0,2.275,104.125
0,35.85,0,0,0,2.775,104.225
0,35.85,0,0,0,2.775,104.225
0,28.28,0,0,0,2.275,104.125
0,28.28,0,0,0,2.275,104.125
0,28.47,0,0,0,2.325,104.125
0,28.47,0,0,0,2.325,104.125
0,34.71,0,0,0,2.725,104.225
0,34.71,0,0,0,2.725,104.225
0,35.85,0,0,0,2.775,104.225
0,35.85,0,0,0,2.775,104.225
0,31.48,0,0,0,9.975,125.225
0,31.48,0,0,0,9.975,125.225
0.57,31.48,0,0,0,9.975,125.225
0.65,31.48,0,0,0,9.975,125.225
0,40.15,0,0,0,18.375,-65.575
0,41.71,0,0,0,18.375,-65.525
0,40.15,0,0,0,18.375,-65.575
0,28.47,0,0,0,2.325,104.125
0,28.47,0,0,0,2.325,104.125
0.18,31.48,0,0,0,9.975,125.225
0.55,31.48,0,0,0,9.975,125.225
0.64,31.48,0,0,0,9.975,125.225
0.68,31.48,0,0,0,9.975,125.225
0.015,34.5,0,0,0,18.075,-65.725
0.083,34.5,0,0,0,18.075,-65.725
0.405,55.27,0,0,0,25.075,-80.375
0.405,55.27,0,0,0,25.075,-80.375
0.405,55.27,0,0,0,25.075,-80.375
0.405,53.86,0,0,0,25.125,-80.325
0.63,55.27,0,0,0,25.075,-80.375
0.63,53.86,0,0,0,25.125,-80.325
0,31.3,0,0,0,18.325,-87.775
0.1,31.48,0,0,0,9.975,125.225
0,31.48,0,0,0,9.975,125.225
0,31.48,0,0,0,9.975,125.225
0.6,31.48,0,0,0,9.975,125.225
0,38.58,0,0,0,18.275,-65.625
0.3504,38.42,0,0,0,25.725,-80.125
0.055,45.12,9,4.74,12,25.675,-79.325
0,41.46,0,0,0,18.225,-65.525
0,41.53001,0,0,0,18.175,-65.525
0,41.53001,0,0,0,18.175,-65.525
0,41.53001,0,0,0,18.175,-65.525
0.0125,47.23,0,0,0,-25.275,152.925
0.075,42.14,0,0,0,-25.225,152.825
0.0875,46.85,0,0,12,-25.625,152.925
0.01,37.61,0,0,0,-24.825,152.475
0.0175,38.18,0,0,0,-24.875,152.475
0,38.74,0,0,0,2.625,104.525
0.05,28.24,0,0,0,10.075,125.125
0.23,28.24,0,0,0,10.075,125.125
0.33,28.24,0,0,0,10.075,125.125
1,28.24,0,0,0,10.075,125.125
0.4403,38.42,0,0,0,25.725,-80.125
0.5333,44.26,0,0,0,25.625,-80.075
0.7143,44.54,0,0,0,25.575,-80.125
0.7333,44.26,0,0,0,25.625,-80.075
0.881,44.54,0,0,0,25.575,-80.125
0.1471,50.72,0,0,0,20.375,-87.025
0.1471,50.72,0,0,0,20.375,-87.025
0,50.72,0,0,0,20.375,-87.025
0,51.88,0,0,0,20.275,-86.975
0.2,28.24,0,0,0,10.075,125.125
0,28.24,0,0,0,10.075,125.125
0,28.24,0,0,0,10.075,125.125
1,28.24,0,0,0,10.075,125.125
0.115,55.54,0,0,0,25.025,-80.425
0.2759,47.85,0,0,0,25.425,-80.125
0.3158,47.85,0,0,0,25.425,-80.125
0.3684,47.85,0,0,0,25.425,-80.125
0.42,53.47,0,0,0,24.975,-80.425
0.4483,47.85,0,0,0,25.425,-80.125
0.5814,47.34,0,0,0,25.475,-80.125
0.75,53.47,0,0,0,24.975,-80.425
0.7674,47.34,0,0,0,25.475,-80.125
0,45.42,0,0,0,4.775,103.675
0,31.35,0,0,0,18.525,-67.075
0,30.75,0,0,0,18.475,-66.925
0,30.75,0,0,0,18.475,-66.925
0.483,53.47,0,0,0,24.975,-80.425
0.783,53.47,0,0,0,24.975,-80.425
0.042,33.97,0,0,0,18.475,-66.375
0,33.87,0,0,0,18.475,-66.325
0,33.04,0,0,0,18.475,-66.225
0.2,28.24,0,0,0,10.075,125.125
0,28.24,0,0,0,10.075,125.125
0,28.24,0,0,0,10.075,125.125
1,28.24,0,0,0,10.075,125.125
0.4211,51.09,0,0,0,25.225,-80.225
0.6121,38.42,0,0,0,25.725,-80.125
