BP,DHD,Dtrc7,Atrc7,Drec7,lat,lon
0.2273,30.91,0,0,0,25.825,-80.125
0.2273,29.36,0,0,0,26.175,-80.075
0.4483,46.15,0,0,14,25.425,-80.175
0.594,46.61,0,0,11,25.025,-80.425
0.627,44.55,0,0,14,25.125,-80.325
0.0667,38.82,0,0,14,25.525,-80.075
0.1905,28.65,0,0,0,25.975,-80.125
0.333,28.65,0,0,0,25.975,-80.125
0.839,41.56,0,0,14,25.575,-80.125
0.2,28.65,0,0,0,25.975,-80.125
0.2,29.74,0,0,0,25.975,-80.075
0.2174,28.65,0,0,0,25.975,-80.125
0.3333,46.61,0,0,11,25.025,-80.425
0.346,41.99,0,0,11,25.025,-80.375
0.2344,46.61,0,0,11,25.025,-80.425
0.1077,51.87,0,0,0,24.575,-81.425
0.1667,49.06,0,0,19,24.525,-81.525
0.092,46.31,0,0,19,24.525,-81.475
0.2471,46.31,0,0,19,24.525,-81.475
0.421,28.27,0,0,0,26.025,-80.125
0.0488,52.37,0,0,20,24.475,-81.875
0.439,41.16,0,0,14,25.225,-80.225
0.1624,52.93,0,0,19,24.525,-81.725
0.1667,50.56,0,0,19,24.525,-81.625
0.316,50.56,0,0,19,24.525,-81.625
0.436,47.18,0,0,0,24.475,-81.725
0.476,49.87,0,0,19,24.525,-81.575
0.571,50.56,0,0,19,24.525,-81.625
0.1481,52.05,0,0,14,24.625,-81.125
0.195,40.82,0,0,14,25.125,-80.275
0.2209,49.32,0,0,14,24.625,-81.075
0.295,55.71,0,0,14,24.675,-81.025
0.464,46.54,0,0,0,24.625,-81.025
0.741,55.71,0,0,14,24.675,-81.025
0.0408,46.78,0,0,0,24.425,-81.925
0.0437,52.97,0,0,20,24.475,-81.925
0.0732,52.37,0,0,20,24.475,-81.875
0.188,46.78,0,0,0,24.425,-81.925
0.238,46.78,0,0,0,24.425,-81.925
0.306,46.78,0,0,0,24.425,-81.925
0.639,46.17,0,0,11,25.075,-80.375
0.643,41.77,0,0,11,24.975,-80.425
0.667,41.99,0,0,11,25.025,-80.375
0.744,41.77,0,0,11,24.975,-80.425
0.294,41.73,0,0,0,24.875,-80.525
0.429,53.49,0,0,11,24.875,-80.625
0.5,47.16,0,0,11,24.925,-80.525
0.688,52.32,0,0,11,24.825,-80.675
0.029,45.43,0,0,0,24.425,-81.875
0.039,43.68,0,0,0,24.475,-81.675
0,52.97,0,0,0,24.575,-81.675
0,43.68,0,0,0,24.475,-81.675
0,43.68,0,0,0,24.475,-81.675
0,42.67,0,0,0,24.475,-81.625
0.065,52.41,0,0,0,24.575,-81.575
0,39.7,0,0,0,24.525,-81.575
0.063,39.7,0,0,0,24.525,-81.575
0,28.3,13,3.16,7,24.525,-81.725
0.119,32.91,0,0,0,24.425,-81.975
0.125,34,0,0,0,24.525,-82.025
0.136,32.83,0,0,0,24.475,-81.925
0.161,34.03,0,0,0,24.475,-81.975
0,31.57,0,0,0,24.525,-81.875
0.078,32.83,0,0,0,24.475,-81.925
0.107,30.89,0,0,0,24.475,-81.825
0.4091,50.1,13,2.59,8,18.375,-65.025
0.3387,49.97,13,2.65,8,18.375,-64.925
0.462,48.75,13,2.75,8,18.325,-64.825
0.4122,49.79,13,2.63,8,18.325,-65.075
0.2932,49.21,13,2.52,8,18.325,-64.975
0.1515,40.87,0,0,0,26.125,-80.075
0,38.86,0,0,0,26.075,-80.125
0,40.67,0,0,0,26.075,-80.075
0.2222,40.87,0,0,0,26.125,-80.075
0.2593,40.87,0,0,0,26.125,-80.075
0.3333,40.87,0,0,0,26.125,-80.075
0.2961,48.29,13,2.65,8,18.275,-64.875
0.2917,48.46,13,2.56,8,18.275,-64.925
0.28,48.29,13,2.65,8,18.275,-64.875
0.1582,47.91,13,2.68,8,18.325,-64.775
0.0989,52.68,0,0,0,25.375,-80.175
0.1567,49.35,13,2.63,8,18.225,-65.025
0.1111,40.51,0,0,0,25.975,-80.075
0.0222,39.69,0,0,0,25.825,-80.075
0.1667,38.83,0,0,0,25.975,-80.125
0,38.78,0,0,0,25.925,-80.125
0,39.69,0,0,0,25.825,-80.075
0.0769,38.78,0,0,0,25.925,-80.125
0.28,39.98,0,0,0,25.775,-80.075
0.2857,39.69,0,0,0,25.825,-80.075
0.3,39.98,0,0,0,25.775,-80.075
0.125,37.94,0,0,0,25.875,-80.125
0.1538,40.36,0,0,0,25.925,-80.075
0.2572,48.29,13,2.65,8,18.275,-64.875
0.2182,52.43,0,0,0,25.425,-80.175
0.2439,52.43,0,0,0,25.425,-80.175
0.2367,47.71,13,2.66,8,18.275,-64.825
0.2857,41.18,0,0,0,26.375,-80.075
0.1163,37.72,0,0,0,26.725,-80.025
0.6667,37.72,0,0,0,26.725,-80.025
0.1303,49.33,13,2.63,8,18.175,-64.975
0.16,40.89,0,0,0,26.525,-80.025
0,38.35,0,0,0,26.675,-80.025
0.0811,39.19,0,0,0,26.625,-80.025
0.087,37.72,0,0,0,26.725,-80.025
0.2143,38.35,0,0,0,26.675,-80.025
0.6,37.72,0,0,0,26.725,-80.025
0.6818,38.35,0,0,0,26.675,-80.025
0.2633,49.21,13,2.52,8,18.325,-64.975
0.1364,42.12,0,0,0,26.425,-80.025
0.1471,42.12,0,0,0,26.425,-80.025
0.1778,51.1,0,0,0,25.275,-80.175
0,52.43,0,0,0,25.425,-80.175
0.0968,51.58,0,0,0,25.325,-80.175
0.1154,40.27,0,0,0,26.275,-80.075
0,54.7,0,0,0,25.275,-80.225
0,38.77,0,0,0,26.025,-80.125
0.3158,40.65,0,0,0,26.225,-80.075
0.3529,40.27,0,0,0,26.275,-80.075
0.4667,40.65,0,0,0,26.225,-80.075
0.1293,47.63,13,2.78,8,18.225,-64.775
0.3177,49.49,13,2.67,8,18.175,-65.075
0.1053,49.64,0,0,0,24.625,-82.875
0.0132,49.64,0,0,0,24.625,-82.875
0.1667,49.64,0,0,0,24.625,-82.875
0,49.64,0,0,0,24.625,-82.875
0,49.64,0,0,0,24.625,-82.875
0,49.64,0,0,0,24.625,-82.875
0.2308,49.64,0,0,0,24.625,-82.875
0.3409,44.43,12,2.95,11,17.775,-64.675
0.3925,43.85,12,2.95,11,17.775,-64.625
0.0208,48.87,0,0,0,24.675,-82.925
0.0417,50.91,0,0,0,24.675,-82.775
0.0577,48.93999,0,0,0,24.625,-82.925
0,48.87,0,0,0,24.675,-82.925
0.2143,48.93999,0,0,0,24.625,-82.925
0.2286,48.87,0,0,0,24.675,-82.925
0.2576,44.47,18,3.23,11,17.725,-64.875
0.3222,45.52,18,3.66,12,17.625,-64.875
0.0152,48.51,0,0,0,24.675,-83.025
0.0642,48.51,0,0,0,24.675,-83.025
0.2614,44.17,12,2.91,12,17.725,-64.675
0.3205,44.65,12,3,11,17.725,-64.575
0.2511,44.6,18,3.11,11,17.775,-64.825
0.1007,47.38,0,0,0,25.525,-80.125
0.1439,47.38,0,0,0,25.525,-80.125
0.1468,52.12,0,0,0,25.475,-80.175
0.0337,49.42,0,0,0,25.475,-80.125
0.0598,54.16,0,0,0,25.025,-80.375
0,52.97,0,0,0,25.225,-80.225
0,40.41,0,0,0,25.875,-80.075
0,40.41,0,0,0,25.875,-80.075
0.3488,52.97,0,0,0,25.225,-80.225
0.232,46.08,18,3.75,11,17.675,-64.925
0.2189,44.29,18,3.07,11,17.775,-64.775
0.1176,54.16,0,0,0,25.025,-80.375
0.0426,45.68,0,0,0,25.575,-80.075
0.1714,45.68,0,0,0,25.575,-80.075
0.061,45.53,0,0,0,25.575,-80.125
0.5,54.16,0,0,0,25.025,-80.375
0.1176,52.68,0,0,0,25.375,-80.175
0.1538,49.61,0,0,0,25.425,-80.125
0.0556,49.08,0,0,0,25.375,-80.125
0,40.87,0,0,0,26.125,-80.075
0.2381,52.68,0,0,0,25.375,-80.175
0.375,49.61,0,0,0,25.425,-80.125
0.0921,52.68,0,0,0,25.375,-80.175
0.22,51.58,0,0,0,25.325,-80.175
0.0521,49.35,13,2.63,8,18.225,-65.025
0.1296,51.58,0,0,0,25.325,-80.175
0.0182,52.68,0,0,0,25.375,-80.175
0.152,55.91999,0,0,0,24.925,-80.475
0,52.68,0,0,0,25.375,-80.175
0.0778,54.68,0,0,0,24.975,-80.425
0.1176,50.93,0,0,0,25.075,-80.275
0.1971,52.97,0,0,0,25.125,-80.275
0.0128,49.42,0,0,0,25.475,-80.125
0.0079,49.42,0,0,0,25.475,-80.125
0.2867,48.3,0,0,0,18.325,-64.975
0.2219,42.78,0,0,0,18.225,-64.775
0.1897,47.65,0,0,0,18.175,-64.975
0.13,42.77,0,0,0,18.275,-64.875
0.4079,43.59,0,0,0,18.275,-64.925
0.267,40.38,0,0,0,18.325,-64.775
0.5779,41.73,0,0,0,18.275,-64.825
0.1842,42.77,0,0,0,18.275,-64.875
0.1085,48.72,0,0,0,18.175,-65.075
0.2035,43.63,0,0,0,18.375,-65.025
0.3148,42.12,0,0,0,18.375,-64.925
0.154,45.42,0,0,0,18.325,-65.075
0.3875,45.19,0,0,0,17.775,-64.675
0.1694,45.11,0,0,0,17.775,-64.825
0.2255,44.92,0,0,0,17.775,-64.775
0.178,44.61,0,0,0,17.775,-64.625
0.05,45.68,0,0,0,17.725,-64.675
0.2438,45.99,0,0,0,17.725,-64.575
0.186,49.4,0,0,0,17.625,-64.875
0.1175,45.5,0,0,0,17.725,-64.875
0.1305,48.16,0,0,0,17.675,-64.925
0.2389,45.79,0,0,0,17.775,-64.575
0.1788,43.19,0,0,0,18.325,-64.975
0.2213,43.19,0,0,0,18.325,-64.975
0.1361,42.77,0,0,0,18.275,-64.875
0.2211,41.38,0,0,0,18.325,-64.825
0.0788,47.18,0,0,0,18.225,-65.025
0,37.38,0,0,0,28.525,34.525
0,37.38,0,0,0,28.525,34.525
0,30.24,0,0,0,27.325,33.825
0,33.72,0,0,0,15.775,-86.325
0,29.33,0,0,0,28.175,-94.275
0.2,46.25,0,0,0,-17.025,177.025
0,28.78,0,0,0,5.925,102.775
0.1686,33.76,11,1.63,18,17.775,-64.775
0,28.65,0,0,0,12.225,-69.075
0,28.86,0,0,0,5.975,102.725
0,28.23,0,0,0,5.825,103.025
0,29.6,0,0,0,27.975,34.475
0,36.44,0,0,0,27.775,33.875
0.4,52.81,0,0,0,-8.125,115.325
0,29.33,0,0,0,28.175,-94.275
0,28.78,0,0,0,5.925,102.775
0,40.57,0,0,0,27.075,128.425
0,40.57,0,0,0,27.075,128.425
0,28.78,0,0,0,5.925,102.775
0.1507,48.68999,11,1.26,20,18.275,-64.875
0,43.83,0,0,0,12.475,-69.975
0.1036,50.28,11,1.39,18,18.375,-65.025
0.126,49.84,11,0.8699999,21,18.375,-64.925
0.1574,49.8,11,1.38,14,18.325,-64.975
0.0664,47.2,11,0.89,21,18.325,-64.775
0.1807,47.58,11,1.16,20,18.275,-64.825
0.0868,51.26,11,1.84,10,18.325,-65.075
0.12,47.8,11,1.54,18,18.225,-64.775
0.2476,49.56,11,1.49,7,18.275,-64.925
0,28.08,0,0,23,6.875,117.525
0,28.08,0,0,23,6.875,117.525
0.1176,39.37,7,1.78,12,25.075,-80.275
0.1389,41.55,7,1.94,12,25.075,-80.325
0.1515,43.95,7,2.33,12,25.125,-80.325
0.0411,43.95,7,2.33,12,25.125,-80.325
0.086,41.55,7,1.94,12,25.075,-80.325
0.0294,40.82,7,2.26,12,25.225,-80.225
0.0303,41.85,8,2.57,13,25.275,-80.225
0.0429,41.85,8,2.57,13,25.275,-80.225
0.1667,43.44,8,2.63,13,25.225,-80.275
0.0556,40.82,7,2.26,12,25.225,-80.225
0.0746,40.82,7,2.26,12,25.225,-80.225
0.2162,43.44,8,2.63,13,25.225,-80.275
0.2174,41.85,8,2.57,13,25.275,-80.225
0.2188,43.44,8,2.63,13,25.225,-80.275
0.2813,40.82,7,2.26,12,25.225,-80.225
0.3077,40.82,7,2.26,12,25.225,-80.225
0.1176,42.76,7,1.93,12,25.025,-80.375
0.0455,43.74001,8,1.99,10,24.975,-80.425
0.0968,46.77,9,2.49,9,25.025,-80.425
0.2188,43.95,7,2.33,12,25.125,-80.325
0.2581,45.85,8,2.43,11,25.075,-80.375
0.4156,43.95,7,2.33,12,25.125,-80.325
0,47.6,10,5.24,8,25.675,-79.325
0.0385,40.54,7,2.08,12,25.175,-80.225
0.098,40.54,7,2.08,12,25.175,-80.225
0,32.13,0,0,0,28.525,34.525
0.1087,43.74001,8,1.99,10,24.975,-80.425
0.0145,43.74001,8,1.99,10,24.975,-80.425
0.0408,46.77,9,2.49,9,25.025,-80.425
0.082,43.74001,8,1.99,10,24.975,-80.425
0.2037,43.74001,8,1.99,10,24.975,-80.425
0.1159,34.62,7,1.82,14,25.575,-80.075
0.0192,34.52,7,2.03,14,25.575,-80.125
0.1538,33.6,0,0,0,25.625,-80.075
0.0968,34.52,7,2.03,14,25.575,-80.125
0.1111,32.21,0,0,22,25.675,-80.075
0.0339,31.22,0,0,23,25.725,-80.075
0.0526,32.21,0,0,22,25.675,-80.075
0.0658,32.21,0,0,22,25.675,-80.075
0,32.21,0,0,22,25.675,-80.075
0.1159,49.6,9,3.1,9,24.925,-80.525
0.0625,45.74,8,2.49,10,24.875,-80.525
0.0682,49.6,9,3.1,9,24.925,-80.525
0,46.77,9,2.49,9,25.025,-80.425
0.2105,55.7,9,4.65,8,24.875,-80.625
0.1221,55.59,10,5.87,7,24.725,-80.825
0.1071,35.37,7,2.16,14,25.525,-80.125
0.1111,39.06,8,2.87,14,25.475,-80.175
0.1638,36.56,8,2.21,14,25.475,-80.125
0.0534,36.56,8,2.21,14,25.475,-80.125
0.0588,39.06,8,2.87,14,25.475,-80.175
0,38.31,7,2.84,14,25.525,-80.175
0.1096,39.03,8,2.73,14,25.425,-80.175
0.0128,39.03,8,2.73,14,25.425,-80.175
0.044,35.37,7,2.16,14,25.525,-80.125
0.0714,36.56,8,2.21,14,25.475,-80.125
0.0877,36.56,8,2.21,14,25.475,-80.125
0.1942,36.49,8,2.08,12,25.425,-80.125
0.2182,39.03,8,2.73,14,25.425,-80.175
0.2376,39.03,8,2.73,14,25.425,-80.175
0.2973,39.03,8,2.73,14,25.425,-80.175
0.0732,53.57,0,0,0,24.675,-82.775
0.0833,53.01,0,0,0,24.675,-82.825
0.1111,51.38,0,0,0,24.675,-82.925
0.14,50.8,0,0,0,24.625,-82.925
0.0833,28.7,0,0,0,26.475,-80.025
0,28.19,0,0,0,26.525,-80.025
0.092,51.38,0,0,0,24.675,-82.925
0.1797,49.8,11,1.38,14,18.325,-64.975
0.1028,51.13,0,0,0,24.625,-82.875
0.1083,51.13,0,0,0,24.625,-82.875
0.1154,50.12,0,0,0,24.625,-82.975
0.04,50.8,0,0,0,24.625,-82.925
0.1591,51.13,0,0,0,24.625,-82.875
0.0861,50.8,0,0,0,24.625,-82.925
0,50.12,0,0,0,24.625,-82.975
0,29.46,0,0,23,25.775,-80.075
0,29.46,0,0,23,25.775,-80.075
0.0882,50.12,0,0,0,24.625,-82.975
0,32.13,0,0,0,28.525,34.525
0.18,49.8,11,1.38,14,18.325,-64.975
0.0149,53.48,0,0,0,24.725,-82.875
0.0556,54.74,0,0,0,24.725,-82.825
0.0556,54.56,0,0,0,24.725,-82.775
0.0706,53.48,0,0,0,24.725,-82.875
0.0714,54.56,0,0,0,24.725,-82.775
0.0833,52.75,0,0,0,24.675,-82.875
0,53.48,0,0,0,24.725,-82.875
0.1842,54.56,0,0,0,24.725,-82.775
0.0984,54.74,0,0,0,24.725,-82.825
0.1022,51.13,0,0,0,24.625,-82.875
0.0455,50.8,0,0,0,24.625,-82.925
0.05,51.46,0,0,0,24.625,-82.825
0.0541,51.46,0,0,0,24.625,-82.825
0.0702,50.01,0,0,0,24.575,-82.925
0,50.12,0,0,0,24.625,-82.975
0.0962,51.13,0,0,0,24.625,-82.875
0.1923,49.46,0,0,0,24.575,-82.975
0,50.79,0,0,0,12.225,-69.075
0.0286,51.38,0,0,0,24.675,-82.925
0.0469,53.48,0,0,0,24.725,-82.875
0.058,53.48,0,0,0,24.725,-82.875
0,53.48,0,0,0,24.725,-82.875
0.0966,51.38,0,0,0,24.675,-82.925
0.2653,52.75,0,0,0,24.675,-82.875
0,53.58,0,0,24,16.125,-88.275
0,35.07,0,0,0,28.375,34.475
0.357,48.41999,11,0.9,26,18.325,-64.825
0.1103,48.68999,11,1.26,20,18.275,-64.875
0.05,28.47,0,0,23,25.825,-80.075
0.087,28.42,0,0,23,25.875,-80.075
0,32.13,0,0,0,28.525,34.525
0.0622,54.09999,11,2.39,7,18.175,-65.075
0.1085,55.73,0,0,0,24.625,-81.075
0.0336,55.73,0,0,0,24.625,-81.075
0.0538,55.73,0,0,0,24.625,-81.075
0.0659,53.69,11,2.19,7,18.175,-64.975
0.0286,28.47,0,0,23,25.825,-80.075
0.1512,43,8,2.98,13,25.325,-80.225
0.05,38.82,8,2.31,12,25.325,-80.175
0.0606,39.4,8,2.55,13,25.375,-80.175
0.3611,38.82,8,2.31,12,25.325,-80.175
0.1139,42.76,7,1.93,12,25.025,-80.375
0.1176,36.15,8,1.89,12,25.375,-80.125
0.1512,43.74001,8,1.99,10,24.975,-80.425
0.16,42.76,7,1.93,12,25.025,-80.375
0.0581,39.4,8,2.55,13,25.375,-80.175
0.0781,42.76,7,1.93,12,25.025,-80.375
0,42.76,7,1.93,12,25.025,-80.375
0.0918,39.4,8,2.55,13,25.375,-80.175
0.1,28.7,0,0,0,26.475,-80.025
0.2444,39.4,8,2.55,13,25.375,-80.175
0.2576,42.76,7,1.93,12,25.025,-80.375
0.169,55.41,10,5.86,7,24.675,-80.925
0,42.12,0,0,0,-1.525,149.575
0.0522,45.85,8,2.43,11,25.075,-80.375
0.0722,45.85,8,2.43,11,25.075,-80.375
0.0784,41.55,7,1.94,12,25.075,-80.325
0,42.12,0,0,0,-1.525,149.575
0.1026,38.82,8,2.31,12,25.325,-80.175
0.0208,28.42,0,0,23,25.875,-80.075
0.16,38.82,8,2.31,12,25.325,-80.175
0.1733,38.82,8,2.31,12,25.325,-80.175
0.1739,38.82,8,2.31,12,25.325,-80.175
0.1791,38.82,8,2.31,12,25.325,-80.175
0.1948,38.82,8,2.31,12,25.325,-80.175
0.1374,38.82,8,2.31,12,25.325,-80.175
0.1468,38.82,8,2.31,12,25.325,-80.175
0.0833,28.47,0,0,23,25.825,-80.075
0,28.42,0,0,23,25.875,-80.075
0,28.47,0,0,23,25.825,-80.075
0.1978,38.82,8,2.31,12,25.325,-80.175
0.2333,38.82,8,2.31,12,25.325,-80.175
0.0695,48.68999,11,1.26,20,18.275,-64.875
0.08,49.44,11,1.35,18,17.775,-64.625
0.1076,54.74,15,2.18,10,17.625,-64.875
0.0509,53.27999,11,1.2,14,17.825,-64.425
0.0656,51.43,7,1.03,18,17.725,-64.525
0.0483,50.62,11,1.73,19,17.775,-64.825
0.0722,50.62,11,1.73,19,17.775,-64.825
0.1035,49.84,11,1.63,18,17.775,-64.775
0,41.29,0,0,0,-23.125,43.075
0.1029,51.51,11,1.87,18,17.725,-64.875
0.0624,54.71,11,2.26,14,17.675,-64.925
0.1293,49.95,11,1.53,18,17.775,-64.675
0.0025,38.83,0,0,0,4.875,114.675
0,32.13,0,0,0,28.525,34.525
0.23,33.91,0,0,0,11.325,-60.575
0.1063,52.76,11,2.22,7,18.225,-65.025
0.0851,39.32,0,0,0,24.975,-80.425
0,39.32,0,0,0,24.975,-80.425
0.2,41.99,0,0,0,24.975,-80.475
0.3125,39.32,0,0,0,24.975,-80.425
0.1125,46.43,0,0,0,24.675,-80.975
0.0118,47.07,0,0,0,24.525,-81.475
0.0303,46.52,0,0,0,24.675,-81.025
0.1805,46.43,0,0,0,24.675,-80.975
0,50.47,0,0,0,24.525,-81.575
0,49.23,0,0,0,24.525,-81.525
0,47.1,0,0,0,24.575,-81.425
0,46.52,0,0,0,24.675,-81.025
0.0911,50.66,0,0,0,17.775,-64.575
0,42.09,0,0,0,18.975,-68.825
0.1443,50.37,0,0,0,17.725,-64.575
0.1,49.75,0,0,0,17.725,-64.675
0,34.86,0,0,0,25.125,-80.375
0,34.83,0,0,0,25.225,-80.325
0,45.33,0,0,0,10.075,125.125
0.018,31.37,0,0,0,25.325,-80.175
0.0208,31.37,0,0,0,25.325,-80.175
0.0676,31.5,0,0,0,25.375,-80.175
0.0721,31.37,0,0,0,25.325,-80.175
0,41.99,0,0,0,24.625,-81.425
0,40.77,0,0,0,24.575,-81.375
0.0619,30.11,0,0,0,25.475,-80.175
0.0153,32.36,0,0,10,24.975,-80.475
0.0083,36.97,0,0,0,24.675,-81.075
0.0068,37.09,0,0,10,24.675,-81.025
0.0449,37.15,0,0,0,24.575,-81.375
0.0099,36.24,0,0,11,24.675,-80.975
0,38.47,0,0,0,24.575,-81.475
0,37.5,0,0,0,24.575,-81.425
0,37.15,0,0,0,24.575,-81.375
0,34.88,0,0,0,24.625,-81.075
0,36.22,0,0,10,24.675,-81.025
0,36.22,0,0,10,24.675,-81.025
0,35.59,0,0,9,24.925,-80.625
0.1053,28.73,0,0,9,25.125,-80.325
0.1207,28.93,0,0,8,25.225,-80.275
0.0273,36.03,0,0,10,24.725,-80.925
0,45.35,0,0,0,24.575,-81.675
0,45.35,0,0,0,24.575,-81.675
0,41.34,0,0,0,24.525,-81.625
0,40.2,0,0,0,24.525,-81.575
0,41.67,0,0,0,24.575,-81.575
0,39.18,0,0,0,24.525,-81.525
0,39.62,0,0,0,24.625,-81.525
0,36.03,0,0,10,24.725,-80.925
0.2273,29.54,0,0,0,25.075,-80.375
0.0179,30.3,18,5.920001,8,25.475,-80.175
0.1404,33.48,0,0,8,25.225,-80.275
0.1429,33.48,0,0,8,25.225,-80.275
0,49.93,0,0,7,13.725,120.875
0,50.39,0,0,7,13.675,120.875
0.0088,49.73,0,0,0,4.275,113.825
0.58,48.44,0,0,9,-4.675,39.425
0.66,50.03,0,0,0,-4.725,39.375
0.73,50.76,0,0,0,-4.675,39.275
0,49.93,0,0,7,13.725,120.875
0,49.93,0,0,7,13.725,120.875
0,49.73,0,0,0,4.275,113.825
0,49.39,0,0,0,4.325,113.875
0,49.73,0,0,0,4.275,113.825
0,49.73,0,0,0,4.275,113.825
0.6,48.14,0,0,0,8.275,73.075
0.3,32.6,0,0,0,4.375,73.375
0,52.1,0,0,0,10.075,125.125
0,52.1,0,0,0,10.075,125.125
0,53.31,0,0,0,6.525,117.925
0,52.1,0,0,0,10.075,125.125
0,52.1,0,0,0,10.075,125.125
0.0147,51.14,0,0,8,25.225,-80.275
0.0222,49.79,0,0,10,25.075,-80.375
0.0282,48.44,0,0,9,25.125,-80.325
0.029,51.14,0,0,8,25.225,-80.275
0.0495,51.14,0,0,8,25.225,-80.275
0,48.44,0,0,9,25.125,-80.325
0,48.84,18,6.83,8,25.275,-80.225
0.125,52.09,0,0,0,0.775,120.125
0.0184,49.39,0,0,0,4.325,113.875
0.05,49.39,0,0,0,4.325,113.875
0.0028,49.73,0,0,0,4.275,113.825
0,49.73,0,0,0,4.275,113.825
0,53.74,0,0,8,4.575,118.925
0,52.75,0,0,0,4.575,118.825
0,53.74,0,0,8,4.575,118.925
0,55.48,0,0,7,4.475,118.925
0,53.74,0,0,8,4.575,118.925
0,54.15,0,0,0,4.575,118.975
0,53.92,0,0,0,6.475,117.875
0,53.31,0,0,0,6.525,117.925
0,39.6,16,5.28,10,25.025,-80.325
0.1,49.73,0,0,0,4.275,113.825
0.0917,49.73,0,0,0,4.275,113.825
0,53.31,0,0,0,6.525,117.925
0,52.1,0,0,0,10.075,125.125
0.184,49.39,0,0,0,4.325,113.875
0,53.31,0,0,0,6.525,117.925
