BP,DHD,Dtrc7,Atrc7,Drec7,lat,lon
0.0527,104.81,0,0,0,27.925,-175.725
0.63,65.29001,0,0,0,24.575,-81.425
0.88,59.36,0,0,0,24.625,-82.875
0.0769,81.38999,0,0,0,23.825,-166.325
0.0769,81.38999,0,0,0,23.825,-166.325
0.0789,80.3,0,0,0,23.875,-166.325
0.0789,80.3,0,0,0,23.875,-166.325
0.98,65.41,0,0,0,24.575,-81.275
0.397,66.39,0,0,0,24.775,-80.775
0.405,66.39,0,0,0,24.775,-80.775
0.519,66.39,0,0,0,24.775,-80.775
0.581,66.39,0,0,0,24.775,-80.775
0.1875,60.31,0,0,0,6.575,117.925
0.1875,60.31,0,0,0,6.575,117.925
0.5,61.71,0,0,0,24.825,-80.675
0.5,61.71,0,0,0,24.825,-80.675
0.6,61.71,0,0,0,24.825,-80.675
0.739,61.71,0,0,0,24.825,-80.675
0.15,58.98,0,0,0,6.525,117.925
0.2375,60.31,0,0,0,6.575,117.925
0.2375,60.31,0,0,0,6.575,117.925
0.313,58.04,0,0,0,24.725,-80.775
0,67.52,0,0,0,24.725,-80.875
0.4,62.74001,0,0,0,24.725,-80.825
0.778,62.74001,0,0,0,24.725,-80.825
0.2225,60.31,0,0,0,6.575,117.925
0.2225,60.31,0,0,0,6.575,117.925
0.107,70.79,0,0,0,24.725,-80.925
0.019,70.79,0,0,0,24.725,-80.925
0.047,70.79,0,0,0,24.725,-80.925
0.333,62.74001,0,0,0,24.725,-80.825
0.0575,57.67,0,0,0,6.475,117.925
0.3333,70.79,0,0,0,24.725,-80.925
0.4082,70.79,0,0,0,24.725,-80.925
0.5238,70.79,0,0,0,24.725,-80.925
0.6122,70.79,0,0,0,24.725,-80.925
0.0625,58.98,0,0,0,6.525,117.925
0.0625,58.98,0,0,0,6.525,117.925
0.1667,59.85,0,0,0,24.975,-80.525
0.3333,59.85,0,0,0,24.975,-80.525
0.5,59.85,0,0,0,24.975,-80.525
0.6133,56.19,0,0,7,24.925,-80.525
0.6667,59.85,0,0,0,24.975,-80.525
0.8133,56.19,0,0,7,24.925,-80.525
0.88,56.13,0,0,7,24.975,-80.475
0.405,63.05,0,0,0,24.525,-81.575
0.405,63.05,0,0,0,24.525,-81.575
0.63,68.41,0,0,0,24.575,-81.575
0.63,63.05,0,0,0,24.525,-81.575
0.8,71.27,0,0,0,22.575,-157.875
0.08,70.79,0,0,0,24.725,-80.925
0.42,70.79,0,0,0,24.725,-80.925
0.25,61.45,0,0,0,24.675,-80.925
0.33,67.52,0,0,0,24.725,-80.875
0.58,60.47,0,0,0,24.775,-80.725
0.63,61.71,0,0,0,24.825,-80.675
0.25,60.47,0,0,0,24.775,-80.725
0.33,68.17999,0,0,0,24.825,-80.725
0.405,62.28001,0,0,0,24.475,-81.725
0.405,62.28001,0,0,0,24.475,-81.725
0.405,59.69,0,0,0,24.525,-81.425
0.98,62.28001,0,0,0,24.475,-81.725
0.98,62.28001,0,0,0,24.475,-81.725
0.8,62.8,0,0,0,24.575,-81.225
0.85,62.8,0,0,0,24.575,-81.225
0.405,70.79,0,0,0,24.725,-80.925
0.75,70.79,0,0,0,24.725,-80.925
0.63,65.34,0,0,0,24.675,-80.975
0.8,65.34,0,0,0,24.675,-80.975
0.01,63.59,0,0,0,22.325,120.375
0.02,63.59,0,0,0,22.325,120.375
0,63.59,0,0,0,22.325,120.375
0,63.59,0,0,0,22.325,120.375
0.128,59.85,0,0,0,24.975,-80.525
0.155,56.19,0,0,7,24.925,-80.525
0.194,60.58,0,0,0,24.925,-80.575
0.395,56.19,0,0,7,24.925,-80.525
0.132,66.45,0,0,0,24.925,-80.625
0.023,66.45,0,0,0,24.925,-80.625
0.17,61.36,0,0,0,24.875,-80.625
0.368,66.45,0,0,0,24.925,-80.625
0.091,56.19,0,0,7,24.925,-80.525
0.4,61.36,0,0,0,24.875,-80.625
0.425,61.36,0,0,0,24.875,-80.625
0.5,69.05,0,0,10,7.125,171.175
0,62.84,0,0,0,13.725,122.825
0.05,63.04,0,0,0,13.675,122.775
0.005,64.45,0,0,0,22.375,120.375
0,64.45,0,0,0,22.375,120.375
0.405,60.18,0,0,0,24.525,-81.475
0.135,65.34,0,0,0,24.675,-80.975
0.071,65.34,0,0,0,24.675,-80.975
0.082,65.34,0,0,0,24.675,-80.975
0,65.34,0,0,0,24.675,-80.975
0.132,65.34,0,0,0,24.675,-80.975
0.083,70.79,0,0,0,24.725,-80.925
0.231,65.34,0,0,0,24.675,-80.975
0.254,65.34,0,0,0,24.675,-80.975
0.12,57.33,0,0,0,-20.975,164.575
0.01,57.88,0,0,12,-20.975,164.625
0,57.3,0,0,0,-20.925,164.625
0,57.3,0,0,0,-20.925,164.625
0.12,58.01,0,0,12,-21.025,164.625
0.01,57.88,0,0,12,-20.975,164.625
0,58.01,0,0,12,-21.025,164.625
0,58.11,0,0,7,-21.075,164.625
0,57.88,0,0,12,-20.975,164.625
0.06,58.01,0,0,12,-21.025,164.625
0.08,57.33,0,0,0,-20.975,164.575
0,58.71,0,0,7,-21.025,164.675
0,57.82,0,0,12,-20.975,164.675
0,58.01,0,0,12,-21.025,164.625
0,57.88,0,0,12,-20.975,164.625
0,57.88,0,0,12,-20.975,164.625
0.227,65.92001,0,0,0,24.625,-81.125
0.306,65.92001,0,0,0,24.625,-81.125
0,65.92001,0,0,0,24.625,-81.125
0.471,65.92001,0,0,0,24.625,-81.125
0.0923,57.02,27,5.49,22,15.875,-88.275
0,63.34,0,0,0,-21.075,164.775
0.12,62.73,0,0,0,24.625,-81.075
0.155,65.92001,0,0,0,24.625,-81.125
0.081,73.96001,0,0,0,24.675,-81.125
0,62.73,0,0,0,24.625,-81.075
0.186,63.09,0,0,24,15.975,-88.575
0.112,70.89,0,0,0,24.675,-81.075
0.029,68.1,0,0,0,24.675,-81.025
0.333,65.34,0,0,0,24.675,-80.975
0,58.01,0,0,12,-21.025,164.625
0,57.88,0,0,12,-20.975,164.625
0.108,62.73,0,0,0,24.625,-81.075
0.064,70.89,0,0,0,24.675,-81.075
0.235,59.34,0,0,0,24.625,-81.025
0,62.37,0,0,0,-21.125,164.725
0,62.37,0,0,0,-21.125,164.725
0.01,62.37,0,0,0,-21.125,164.725
0,59.85,15,2.78,7,-21.075,164.675
0,62.37,0,0,0,-21.125,164.725
0.02,65.93,0,0,0,-21.125,164.825
0.05,62.37,0,0,0,-21.125,164.725
0,60.43,15,3.09,7,-21.125,164.675
0.214,56.19,0,0,7,24.925,-80.525
0.227,56.19,0,0,7,24.925,-80.525
0,63.34,0,0,0,-21.075,164.775
0,67.93,0,0,0,-21.225,164.825
0,61.01999,0,0,0,24.275,123.725
0,61.01999,0,0,0,24.275,123.725
0,66.13,0,0,0,-21.275,164.775
0,67.89,0,0,0,-21.275,164.825
0,68.91,0,0,0,-21.275,164.875
0,66.81999,0,0,0,-21.175,164.825
0,68.91,0,0,0,-21.275,164.875
0,66.59,0,0,0,-21.225,164.775
0,67.93,0,0,0,-21.225,164.825
0,67.93,0,0,0,-21.225,164.825
0.0125,58.75,0,0,0,26.175,34.225
0.015,58.75,0,0,0,26.175,34.225
0.4,68.34,0,0,10,7.125,171.275
0.4,68.17,0,0,10,7.125,171.225
0.5,68.8,0,0,0,7.175,171.125
0.75,67.97,0,0,10,7.175,171.225
0,58.75,0,0,0,26.175,34.225
0,58.75,0,0,0,26.175,34.225
0,57.47,0,0,12,-21.025,164.575
0.22,66.06,0,0,0,-12.825,-38.575
0,61.45,0,0,0,24.675,-80.925
0,70.79,0,0,0,24.725,-80.925
0,60.47,0,0,0,24.775,-80.725
0,60.47,0,0,0,24.775,-80.725
0.5,69.50999,0,0,0,7.075,171.125
0,65.34,0,0,0,24.675,-80.975
0,70.79,0,0,0,24.725,-80.925
0,67.52,0,0,0,24.725,-80.875
0,68.17999,0,0,0,24.825,-80.725
0.3,66.07,0,0,0,7.075,171.675
0,61.46,0,0,0,13.525,-89.825
0,58.02,0,0,7,28.925,34.825
0.27,64.8,0,0,0,24.475,-81.875
1,64.8,0,0,0,24.475,-81.875
1,58.5,0,0,0,24.475,-81.725
0,57.52,0,0,0,24.675,-80.975
0.0051,93.21001,0,0,0,0.825,-176.625
0.0161,93.21001,0,0,0,0.825,-176.625
0.0214,93.21001,0,0,0,0.825,-176.625
0.4848,107.06,10,1.38,15,0.225,-176.475
0.0107,107.34,8,1.5,15,0.175,-176.475
0.0216,107.06,10,1.38,15,0.225,-176.475
0.1413,61.43,0,0,0,-11.075,-171.075
0.0877,61.43,0,0,0,-11.075,-171.075
0.0944,61.67,0,0,0,-11.025,-171.075
0.0242,83.13,0,0,0,-14.375,-170.775
0.0537,83.13,0,0,0,-14.375,-170.775
0.0591,83.13,0,0,0,-14.375,-170.775
0,61.19,0,0,0,13.525,-89.825
0,81.92,0,0,12,-14.275,-170.675
0,81.92,0,0,12,-14.275,-170.675
0,81.92,0,0,12,-14.275,-170.675
0,81.92,0,0,12,-14.275,-170.675
0.1163,82.03,0,0,12,-14.325,-170.725
0.0788,82.03,0,0,12,-14.325,-170.725
0.0431,81.92,0,0,12,-14.275,-170.675
0.25,83.13,0,0,0,-14.375,-170.775
0.25,82.54,0,0,12,-14.275,-170.725
0.0247,84.29,9,3.84,9,-14.175,-169.625
0.0536,84.56001,9,3.91,8,-14.175,-169.675
0.0891,84.56001,9,3.91,8,-14.175,-169.675
0.0137,82.56,9,2.99,9,-14.225,-169.425
0,82.56,9,2.99,9,-14.225,-169.425
0,60.47,0,0,0,24.675,-80.925
0.0077,82.43,0,0,0,-14.525,-168.175
0.0237,82.16,0,0,0,-14.525,-168.125
0.0374,82.16,0,0,0,-14.525,-168.125
0,68.54001,0,0,0,24.725,-80.925
0.022,82.30001,0,0,0,-14.575,-168.175
0.0233,82.43,0,0,0,-14.525,-168.175
0.3584,82.43,0,0,0,-14.525,-168.175
0,82.43,0,0,0,-14.525,-168.175
0,68.54001,0,0,0,24.725,-80.925
0,66.15,0,0,0,24.725,-80.875
0,61.2,0,0,0,24.775,-80.725
0,61.2,0,0,0,24.775,-80.725
0,68.54,0,0,0,24.825,-80.725
0,82.16,0,0,0,-14.525,-168.125
0,78.88,0,0,0,13.525,-89.825
0,77.94,0,0,0,24.475,-81.725
0.3727,82.94001,9,3.17,9,-14.225,-169.475
0,58.01,0,0,0,28.425,34.475
0.5,78.93,0,0,0,13.525,-89.825
0,58.44,0,0,0,24.975,-80.425
0,64.61,0,0,0,24.675,-80.975
0.0141,82.69,9,2.9,9,-14.275,-169.475
0.0067,82.69,9,2.9,9,-14.275,-169.475
0,82.69,9,2.9,9,-14.275,-169.475
0,60.81,0,0,0,28.525,34.525
0,60.81,0,0,0,28.525,34.525
0.062,56,0,0,0,20.375,-87.325
0.072,56,0,0,0,20.375,-87.325
0.1,56,0,0,0,20.375,-87.325
0,67.61,0,0,0,28.925,34.825
0,63.61,0,0,0,28.525,34.525
0.0195,57.5,0,0,0,20.425,-87.325
0.0382,148.68,11,4.16,9,-0.375,-159.975
0.0431,148.68,11,4.16,9,-0.375,-159.975
0,68.39001,0,0,0,28.475,34.525
0.0133,148.68,11,4.16,9,-0.375,-159.975
0,72.72,0,0,0,24.925,-80.625
0.0067,58.17,0,0,0,5.875,-162.025
0.017,58.76,0,0,0,5.875,-162.075
0.0368,58.17,0,0,0,5.875,-162.025
0.026,60.71,0,0,0,24.925,-80.475
0,62.77,0,0,0,24.925,-80.525
0,58.34,0,0,0,25.275,-80.225
0.0065,58.76,0,0,0,5.875,-162.075
0.037,63.14,0,0,0,24.975,-80.475
0,63.14,0,0,0,24.975,-80.475
0,72.69,0,0,0,24.575,-81.275
0,84.79,0,0,0,24.475,-81.875
0,60.35,0,0,0,24.975,-80.425
0.011,57.66,43,8.6,19,6.375,-162.375
0.017,57.66,43,8.6,19,6.375,-162.375
0.0177,57.88,43,8.8,19,6.375,-162.425
0.0103,58.02,43,8.390001,19,6.425,-162.375
0.0199,58.33,43,8.850001,19,6.375,-162.325
0,58.02,43,8.390001,19,6.425,-162.375
0.0108,58.4,43,9.01,19,6.375,-162.475
0.0066,58.4,43,9.01,19,6.375,-162.475
0.0097,57.67,43,8.48,19,6.425,-162.475
0,81.86001,0,0,0,-1.225,-90.425
0,81.98,0,0,0,-1.225,-90.375
0,81.98,0,0,0,-1.225,-90.375
0.036,71.06,0,0,0,24.525,-81.425
0.063,71.06,0,0,0,24.525,-81.425
0.083,71.06,0,0,0,24.525,-81.425
0.007,79.85999,0,0,0,24.525,-81.625
0.011,79.85999,0,0,0,24.525,-81.625
0.058,79.85999,0,0,0,24.525,-81.625
0,79.85999,0,0,0,24.525,-81.625
0.04,77.8,0,0,0,24.525,-81.575
0.091,77.8,0,0,0,24.525,-81.575
0,83.52,0,0,0,24.575,-81.575
0,77.8,0,0,0,24.525,-81.575
0,62.2,0,0,0,24.725,-80.825
0,62.2,0,0,0,24.725,-80.825
0.016,83.52,0,0,0,24.575,-81.575
0.022,77.8,0,0,0,24.525,-81.575
0.044,77.8,0,0,0,24.525,-81.575
0,77.8,0,0,0,24.525,-81.575
0,64.61,0,0,0,24.675,-80.975
0.014,75.55,0,0,0,24.575,-81.375
0,82.42,0,0,0,24.625,-81.425
0,75.55,0,0,0,24.575,-81.375
0,63.93,0,0,0,24.825,-80.675
0,67.69,0,0,0,-16.825,-179.825
0,59.38,0,0,0,24.725,-80.775
0,56.34,0,0,0,25.375,-80.175
0,63.82,0,0,0,20.675,116.925
0,63.82,0,0,0,20.675,116.925
0,75.55,0,0,0,24.575,-81.375
0.012,56.34,0,0,0,25.375,-80.175
0.018,56.34,0,0,0,25.375,-80.175
0.026,56.34,0,0,0,25.375,-80.175
0,84.79,0,0,0,24.475,-81.875
0,61.52,0,0,0,24.675,-80.925
0.019,56.34,0,0,0,25.375,-80.175
0.2,71.86,0,0,0,-17.125,177.225
0,63.82,0,0,0,20.675,116.925
0,63.82,0,0,0,20.675,116.925
0,63.82,0,0,0,20.675,116.925
0,63.82,0,0,0,20.675,116.925
0,68.54001,0,0,0,24.725,-80.925
0,68.54001,0,0,0,24.725,-80.925
0,66.15,0,0,0,24.725,-80.875
0,61.2,0,0,0,24.775,-80.725
0,63.82,0,0,0,20.675,116.925
0,63.82,0,0,0,20.675,116.925
0,61.2,0,0,0,24.775,-80.725
0,68.54,0,0,0,24.825,-80.725
0.167,57.31001,0,0,0,17.625,-64.875
0,57.2,0,0,0,17.825,-64.625
0,57.2,0,0,0,17.825,-64.625
0,57.2,0,0,0,17.825,-64.625
0,56.62,0,0,0,17.675,-64.875
0,56.62,0,0,0,17.675,-64.875
0,75.55,0,0,0,24.575,-81.375
0,60.13,0,0,0,6.175,118.075
0,60.13,0,0,0,6.175,118.075
0,56.41,0,0,0,17.775,-64.525
0,58.5,0,0,0,17.825,-64.525
0,60.13,0,0,0,6.175,118.075
0.012,58.9,8,1.09,8,17.825,-64.475
0.013,58.9,8,1.09,8,17.825,-64.475
0.333,57.31001,0,0,0,17.625,-64.875
0,58.9,8,1.09,8,17.825,-64.475
0,58.5,0,0,0,17.825,-64.525
0,57.31001,0,0,0,17.625,-64.875
0,71.06,0,0,0,24.525,-81.425
0,58.44,0,0,0,6.175,118.125
0,58.44,0,0,0,6.175,118.125
0,58.44,0,0,0,6.175,118.125
0,58.44,0,0,0,6.175,118.125
0.012,58.5,0,0,0,17.825,-64.525
0.066,58.5,0,0,0,17.825,-64.525
0,58.9,8,1.09,8,17.825,-64.475
0,58.5,0,0,0,17.825,-64.525
0,75.55,0,0,0,24.575,-81.375
0,56.34,0,0,0,25.375,-80.175
0,56.34,0,0,0,25.375,-80.175
0,56.34,0,0,0,25.375,-80.175
0.205,57.2,0,0,0,17.825,-64.625
0,57.2,0,0,0,17.825,-64.625
0,56.41,0,0,0,17.775,-64.525
0,57.81,0,0,0,17.775,-64.475
0,58.5,0,0,0,17.825,-64.525
0,73.67001,0,0,0,24.575,-82.875
0,56.39,0,0,0,17.775,-64.875
0,56.39,0,0,0,17.775,-64.875
0,72.56,0,0,0,24.625,-82.925
0,63.97001,0,0,0,20.725,116.775
0,63.82,0,0,0,20.675,116.925
0.5,63.82,0,0,0,20.675,116.925
0.016,57.81,0,0,0,17.775,-64.475
0.017,59.92,8,1.26,8,17.825,-64.425
0,58.9,8,1.09,8,17.825,-64.475
0,72.02,0,0,0,24.625,-83.025
0,72.56,0,0,0,24.625,-82.925
0.116,56.41,0,0,0,17.775,-64.525
0.023,56.41,0,0,0,17.775,-64.525
0.162,56.41,0,0,0,17.775,-64.525
0.043,57.81,0,0,0,17.775,-64.475
0,56.41,0,0,0,17.775,-64.525
0,56.41,0,0,0,17.775,-64.525
0,58.5,0,0,0,17.825,-64.525
0,57.31001,0,0,0,17.625,-64.875
0,57.31001,0,0,0,17.625,-64.875
0,57.31001,0,0,0,17.625,-64.875
0.019,68.63,0,0,0,24.575,-81.225
0.036,75.23,0,0,0,24.625,-81.225
0.182,68.63,0,0,0,24.575,-81.225
0.091,67.53999,0,0,0,24.625,-81.125
0,72.56,0,0,0,24.625,-82.925
0,73.23,0,0,0,24.675,-81.125
0,67.58,0,0,0,25.175,34.875
0,67.58,0,0,0,25.175,34.875
0,67.58,0,0,0,25.175,34.875
0,67.58,0,0,0,25.175,34.875
0.042,56.41,0,0,0,17.775,-64.525
0.08,56.41,0,0,0,17.775,-64.525
0.099,56.41,0,0,0,17.775,-64.525
0,56.41,0,0,0,17.775,-64.525
0,56.41,0,0,0,17.775,-64.525
0,58.9,8,1.09,8,17.825,-64.475
0.03,72.69,0,0,0,24.575,-81.275
0.064,72.69,0,0,0,24.575,-81.275
0.086,68.63,0,0,0,24.575,-81.225
0,68.63,0,0,0,24.575,-81.225
0,69.56,0,0,0,25.225,34.775
0,69.56,0,0,0,25.225,34.775
0,69.56,0,0,0,25.225,34.775
0,69.56,0,0,0,25.225,34.775
0.011,75.23,0,0,0,24.625,-81.225
0.03,73.48,0,0,0,24.575,-81.325
0.069,66.81,0,0,0,24.675,-81.025
0.205,77.8,0,0,0,24.525,-81.575
0.205,75.89,0,0,0,24.525,-81.525
0.205,75.89,0,0,0,24.525,-81.525
0.205,75.89,0,0,0,24.525,-81.525
0.205,72.62,0,0,0,24.525,-81.475
0.205,72.62,0,0,0,24.525,-81.475
0.205,72.62,0,0,0,24.525,-81.475
0.205,72.62,0,0,0,24.525,-81.475
0.205,76.37,0,0,0,24.575,-81.425
0.205,76.37,0,0,0,24.575,-81.425
0.205,76.37,0,0,0,24.575,-81.425
0.205,76.37,0,0,0,24.575,-81.425
0.205,75.55,0,0,0,24.575,-81.375
0.205,75.55,0,0,0,24.575,-81.375
0.205,72.69,0,0,0,24.575,-81.275
0.205,68.63,0,0,0,24.575,-81.225
0.205,75.23,0,0,0,24.625,-81.225
0.205,69.47,0,0,0,24.675,-81.075
0,67.53999,0,0,0,24.625,-81.125
0,69.47,0,0,0,24.675,-81.075
0,77.8,0,0,0,24.525,-81.575
0,77.8,0,0,0,24.525,-81.575
0,77.8,0,0,0,24.525,-81.575
0,77.8,0,0,0,24.525,-81.575
0,75.89,0,0,0,24.525,-81.525
0,57.62,0,0,7,25.025,-80.325
0.032,77.8,0,0,0,24.525,-81.575
0.046,75.89,0,0,0,24.525,-81.525
0.049,75.89,0,0,0,24.525,-81.525
0.052,75.89,0,0,0,24.525,-81.525
0,75.55,0,0,0,24.575,-81.375
0,73.48,0,0,0,24.575,-81.325
0,66.15,0,0,0,24.725,-80.875
0,59.38,0,0,0,24.725,-80.775
0,65.52,0,0,0,24.775,-80.775
0,75.89,0,0,0,24.525,-81.525
0,58.17,0,0,0,25.125,-80.275
0.008,75.55,0,0,0,24.575,-81.375
0,82.42,0,0,0,24.625,-81.425
0.005,76.37,0,0,0,24.575,-81.425
0.014,76.37,0,0,0,24.575,-81.425
0.04,76.37,0,0,0,24.575,-81.425
0,75.89,0,0,0,24.525,-81.525
0.031,72.62,0,0,0,24.525,-81.475
0,72.62,0,0,0,24.525,-81.475
0,72.62,0,0,0,24.525,-81.475
0,72.62,0,0,0,24.525,-81.475
0,72.62,0,0,0,24.525,-81.475
0.023,76.37,0,0,0,24.575,-81.425
0.05,73.48,0,0,0,24.575,-81.325
0.087,75.55,0,0,0,24.575,-81.375
0,82.42,0,0,0,24.625,-81.425
0,76.37,0,0,0,24.575,-81.425
0.1391,67.26,0,0,0,20.825,-86.875
0.1444,67.26,0,0,0,20.825,-86.875
0.1746,63.24,0,0,0,20.975,-86.825
0.2039,68.36,0,0,0,20.875,-86.825
0.2093,66.15,0,0,0,20.925,-86.825
0.2308,66.15,0,0,0,20.925,-86.825
0.2515,65.73,0,0,0,20.975,-86.775
0.2798,67.26,0,0,0,20.825,-86.875
0.205,77.8,0,0,0,24.525,-81.575
0.0538,177.35,0,0,0,1.825,-157.275
0.0934,176.96,0,0,0,1.825,-157.325
0.1,72.72,0,0,0,24.925,-80.625
0,69.47,0,0,0,24.675,-81.075
0,59.94,0,0,0,24.825,-80.625
0.205,64.61,0,0,0,24.675,-80.975
0.205,64.61,0,0,0,24.675,-80.975
0,75.55,0,0,0,24.575,-81.375
0,64.61,0,0,0,24.675,-80.975
0,63.29,0,0,0,18.475,-64.575
0,63.29,0,0,0,18.475,-64.575
0.4792,64.72,0,0,0,17.175,42.225
0.64,64.72,0,0,0,17.175,42.225
0,75.55,0,0,0,24.575,-81.375
1,64.61,0,0,0,24.675,-80.975
0,62.29,0,0,0,-17.125,178.075
0,68.28,0,0,0,-17.125,179.075
0.3663,63.29,0,0,0,18.475,-64.575
0.0012,63.29,0,0,0,18.475,-64.575
0,63.29,0,0,0,18.475,-64.575
0,63.29,0,0,0,18.475,-64.575
0,63.29,0,0,0,18.475,-64.575
0,63.29,0,0,0,18.475,-64.575
0,63.29,0,0,0,18.475,-64.575
0,63.29,0,0,0,18.475,-64.575
0.05,66.81,0,0,0,24.675,-81.025
0.205,72.58,0,0,0,24.625,-82.875
0.205,72.58,0,0,0,24.625,-82.875
0,72.58,0,0,0,24.625,-82.875
0,63.29,0,0,0,18.475,-64.575
0,63.29,0,0,0,18.475,-64.575
0,63.29,0,0,0,18.475,-64.575
0,63.29,0,0,0,18.475,-64.575
0,63.29,0,0,0,18.475,-64.575
0,63.29,0,0,0,18.475,-64.575
0,57.76001,0,0,0,-17.275,178.475
0.022,58.14,0,0,0,18.375,-64.825
0.029,60.62,0,0,0,18.275,-65.125
0.172,60.82,0,0,0,18.325,-65.125
0.057,59.03,0,0,0,18.375,-65.025
0.241,60.62,0,0,0,18.275,-65.125
0.333,60.82,0,0,0,18.325,-65.125
0,58.14,0,0,0,18.375,-64.825
0,58.79,0,0,0,18.375,-64.675
0,57.87,0,0,0,18.375,-64.725
0,57.89,0,0,0,18.375,-64.775
0,59.74,0,0,0,18.375,-65.075
0.011,56.37,0,0,0,18.325,-64.775
0.027,57.1,0,0,0,18.275,-64.725
0.036,58.17001,0,0,0,18.375,-64.875
0.151,58.44,0,0,0,18.375,-64.975
0.16,58.17001,0,0,0,18.375,-64.875
0.059,58.17001,0,0,0,18.375,-64.875
0.089,58.51,0,0,0,18.425,-64.925
0,57.78,0,0,0,18.325,-64.675
0,58.79,0,0,0,18.375,-64.675
0,58.79,0,0,0,18.375,-64.675
0,57.1,0,0,0,18.275,-64.725
0,57.1,0,0,0,18.275,-64.725
0,56.37,0,0,0,18.325,-64.775
0,57.89,0,0,0,18.375,-64.775
0.405,86.6,0,0,0,24.525,-81.775
0.013,57.87,0,0,0,18.375,-64.725
0.028,57.3,0,0,0,18.275,-64.925
0.029,57.19,0,0,0,18.275,-64.875
0.043,56.6,0,0,0,18.275,-64.825
0.043,58.17001,0,0,0,18.375,-64.875
0.167,58.17001,0,0,0,18.375,-64.875
0,57.97,0,0,0,18.225,-64.675
0,57.78,0,0,0,18.325,-64.675
0,56.37,0,0,0,18.325,-64.775
0,58.79,0,0,0,18.375,-64.675
0,57.71,0,0,0,18.275,-64.675
0,58.79,0,0,0,18.375,-64.675
0,57.87,0,0,0,18.375,-64.725
0,56.37,0,0,0,18.325,-64.775
0,56.6,0,0,0,18.275,-64.825
0,57.28,0,0,0,18.325,-64.825
0,57.28,0,0,0,18.325,-64.825
0,58.17001,0,0,0,18.375,-64.875
0,58.43,0,0,0,18.375,-64.925
0.042,59.03,0,0,0,18.375,-65.025
0.054,57.28,0,0,0,18.325,-64.825
0.061,59.03,0,0,0,18.375,-65.025
0.095,57.28,0,0,0,18.325,-64.825
0,57.78,0,0,0,18.325,-64.675
0,57.78,0,0,0,18.325,-64.675
0,56.6,0,0,0,18.275,-64.825
0,56.6,0,0,0,18.275,-64.825
0,57.78,0,0,0,18.325,-64.675
0,57.89,0,0,0,18.375,-64.775
0,56.37,0,0,0,18.325,-64.775
0,58.43,0,0,0,18.375,-64.925
0,58.43,0,0,0,18.375,-64.925
0,59.94,0,0,0,25.025,-80.375
0,56.34,0,0,0,25.375,-80.175
0.01,57.78,0,0,0,18.325,-64.675
0.167,58.27,0,0,0,18.325,-65.025
0.215,57.58,0,0,0,18.325,-64.975
0.223,57.58,0,0,0,18.325,-64.975
0.25,57.28,0,0,0,18.325,-64.825
0.375,58.27,0,0,0,18.325,-65.025
0.4,57.28,0,0,0,18.325,-64.825
0.429,56.6,0,0,0,18.275,-64.825
0,57.78,0,0,0,18.325,-64.675
0,57.78,0,0,0,18.325,-64.675
0,57.78,0,0,0,18.325,-64.675
0,57.78,0,0,0,18.325,-64.675
0,57.78,0,0,0,18.325,-64.675
0,57.78,0,0,0,18.325,-64.675
0,57.1,0,0,0,18.275,-64.725
0,57.78,0,0,0,18.325,-64.675
0,56.6,0,0,0,18.275,-64.825
0,57.3,0,0,0,18.275,-64.925
0.571,58.27,0,0,0,18.325,-65.025
0.01,65.52,0,0,0,24.775,-80.775
0.3993,64.66,0,0,0,16.525,42.025
0.5333,64.66,0,0,0,16.525,42.025
0.128,60.82,0,0,0,18.325,-65.125
0.018,59.03,0,0,0,18.375,-65.025
0.027,56.37,0,0,0,18.325,-64.775
0.068,56.6,0,0,0,18.275,-64.825
0.333,58.79,0,0,0,18.375,-64.675
0.333,59.82,0,0,0,18.275,-65.075
0,57.97,0,0,0,18.225,-64.675
0,57.78,0,0,0,18.325,-64.675
0,57.1,0,0,0,18.275,-64.725
0,58.79,0,0,0,18.375,-64.675
0,58.14,0,0,0,18.375,-64.825
0,57.87,0,0,0,18.375,-64.725
0,57.1,0,0,0,18.275,-64.725
0,58.44,0,0,0,18.375,-64.975
0.125,58.14,0,0,0,18.375,-64.825
0.014,57.78,0,0,0,18.325,-64.675
0.015,56.37,0,0,0,18.325,-64.775
0.083,56.6,0,0,0,18.275,-64.825
0.186,57.78,0,0,0,18.325,-64.675
0.192,57.58,0,0,0,18.325,-64.975
0.206,60.06,0,0,0,18.225,-65.075
0.231,57.28,0,0,0,18.325,-64.825
0.267,56.37,0,0,0,18.325,-64.775
0,57.78,0,0,0,18.325,-64.675
0,57.78,0,0,0,18.325,-64.675
0,57.25,0,0,0,18.225,-64.825
0,58.79,0,0,0,18.375,-64.675
0,58.79,0,0,0,18.375,-64.675
0,58.79,0,0,0,18.375,-64.675
0,57.78,0,0,0,18.325,-64.675
0.01,59.38,0,0,0,24.725,-80.775
0.13,57.19,0,0,0,18.275,-64.875
0.018,57.89,0,0,0,18.375,-64.775
0.024,57.89,0,0,0,18.375,-64.775
0.031,58.43,0,0,0,18.375,-64.925
0.167,57.19,0,0,0,18.275,-64.875
0.175,57.25,0,0,0,18.225,-64.825
0.176,57.89,0,0,0,18.375,-64.775
0.087,57.19,0,0,0,18.275,-64.875
0.088,56.6,0,0,0,18.275,-64.825
0,57.28,0,0,0,18.325,-64.825
0,57.89,0,0,0,18.375,-64.775
0,58.14,0,0,0,18.375,-64.825
