BP,DHD,Dtrc7,Atrc7,Drec7,lat,lon
0.15,105.81,0,0,0,-21.275,165.725
0.5714,176.96,0,0,0,1.825,-157.325
0.28,102.69,0,0,0,-21.375,165.875
0.79,102.69,0,0,0,-21.375,165.875
0.795,86.56001,0,0,0,-14.675,145.475
0.21,105.81,0,0,0,-21.275,165.725
0.805,86.56001,0,0,0,-14.675,145.475
0.0125,80.56001,0,0,8,-21.175,55.275
0,80.56001,0,0,8,-21.175,55.275
0.9,91.3,0,0,0,-4.625,55.375
0.825,86.56001,0,0,0,-14.675,145.475
0.84,86.56001,0,0,0,-14.675,145.475
0.85,86.56001,0,0,0,-14.675,145.475
0.1625,65.83,0,0,0,24.825,-76.325
0.15,105.13,0,0,0,-21.275,165.675
0.68,105.13,0,0,0,-21.275,165.675
0.86,86.56001,0,0,0,-14.675,145.475
0.36,104.05,0,0,0,-21.375,165.825
0.875,86.56001,0,0,0,-14.675,145.475
0.21,104.05,0,0,0,-21.375,165.825
0.9,86.56001,0,0,0,-14.675,145.475
0.55,83.24,13,2.6,7,13.525,-89.825
0,73.7,0,0,0,3.525,72.875
0.8,83.24,13,2.6,7,13.525,-89.825
0.135,66.21001,0,0,0,-4.525,129.875
0.05,66.21001,0,0,0,-4.525,129.875
0.0225,66.45,0,0,0,-4.525,129.925
0.25,66.45,0,0,0,-4.525,129.925
0.6,112.6,0,0,0,-33.825,151.275
0,60.7,0,0,0,11.475,119.875
0,60.7,0,0,0,11.475,119.875
0,60.7,0,0,0,11.475,119.875
0,60.02,0,0,0,11.275,119.675
0,60.02,0,0,0,11.275,119.675
0,61.17001,0,0,0,11.275,119.725
0.2,79.97,0,0,0,-13.625,143.925
0.2,71.21001,0,0,0,-13.925,143.975
0.2,78.67,0,0,0,-13.775,143.975
0.2,86.56001,0,0,0,-14.675,145.475
0.2,88.67,0,0,0,-14.725,145.525
0.2,84.28,0,0,0,-14.825,145.525
0.2,74.99001,0,0,0,-15.025,145.525
0.2,63.9,0,0,0,-16.775,145.975
0.2,69.75,0,0,0,-16.675,146.075
0.2,86.6,0,0,0,-11.875,143.625
0.2,83.02,0,0,0,-11.875,143.725
0.2,86.2,8,1.13,9,-12.375,143.775
0.2,87.94001,8,1.28,7,-12.475,143.775
0.2,87.94001,8,1.28,7,-12.475,143.775
0.2,87.94001,8,1.28,7,-12.475,143.775
0.2,82.47,0,0,9,-12.175,143.775
0.2,82.93999,0,0,9,-12.225,143.775
0.2,87.36,0,0,0,-12.075,143.825
0.2,87.06001,0,0,0,-12.175,143.825
0.2,87.38,0,0,0,-12.125,143.825
0.2,87.36,0,0,0,-12.075,143.825
0.2,92.93999,0,0,0,-12.025,143.875
0.2,98.43001,0,0,0,-12.075,143.925
0.2,98.43001,0,0,0,-12.075,143.925
0.005,60.21,0,0,0,20.375,-87.325
0,60.21,0,0,0,20.375,-87.325
0,60.21,0,0,0,20.375,-87.325
0.2,78.39,0,0,0,-10.125,143.325
0.2,74.74001,0,0,0,-10.075,143.375
0.2,79.31,0,0,0,-10.325,143.375
0.2,73,0,0,0,-9.975,143.375
0.2,68.91,0,0,0,-9.825,143.425
0.2,67.98,0,0,0,-9.775,143.425
0.2,71.55,0,0,0,-10.025,143.425
0.2,73.93999,0,0,0,-10.175,143.475
0.2,66.22,0,0,9,-9.575,143.525
0.2,86.3,0,0,0,-11.575,143.875
0.2,86.3,0,0,0,-11.575,143.875
0.2,90.7,0,0,0,-11.825,143.875
0.2,90.7,0,0,0,-11.825,143.875
0.2,90.14,0,0,0,-11.775,143.875
0.2,87.7,0,0,0,-11.625,143.875
0.2,90.14,0,0,0,-11.775,143.875
0.2,75.11001,0,0,0,-10.675,143.975
0.2,85.42999,0,0,0,-11.375,143.975
0.2,84.41,0,0,0,-11.325,143.975
0.2,85.42999,0,0,0,-11.375,143.975
0.2,85.42999,0,0,0,-11.375,143.975
0.2,84.41,0,0,0,-11.325,143.975
0.2,86.91,0,0,0,-11.425,143.975
0.2,85.42999,0,0,0,-11.375,143.975
0.2,75.11001,0,0,0,-10.675,143.975
0.2,86.91,0,0,0,-11.425,143.975
0.2,73.59,0,0,0,-10.775,143.975
0.2,82.8,0,0,0,-11.275,143.975
0.2,74.35001,0,0,0,-10.725,143.975
0.2,84.41,0,0,0,-11.325,143.975
0.2,73.59,0,0,0,-10.775,143.975
0.2,76.53,0,0,0,-11.025,143.975
0.2,97.22,0,0,0,-11.775,143.975
0.2,81.47,0,0,0,-11.025,144.025
0.2,79.28999,0,0,0,-10.875,144.025
0.2,79.64,0,0,0,-10.925,144.025
0.2,86.00999,0,0,0,-11.275,144.025
0.2,80.41,0,0,0,-10.975,144.025
0.2,84.78999,0,0,0,-11.225,144.025
0.2,88.38,0,0,0,-11.225,144.075
0.1175,66.34,0,0,0,-4.525,129.775
0.18,66.34,0,0,0,-4.525,129.775
0,61.45,0,0,0,20.375,-87.325
0.3808,56.16,0,0,0,-18.825,147.625
0.4053,56.16,0,0,0,-18.825,147.625
0.7811,56.16,0,0,0,-18.825,147.625
0.2,61.45,0,0,0,20.375,-87.325
0.05,61.45,0,0,0,20.375,-87.325
0.7112,56.66,0,0,0,-18.825,147.675
0.7601,56.66,0,0,0,-18.825,147.675
0.005,61.58,0,0,0,20.375,-87.325
0.017,61.58,0,0,0,20.375,-87.325
0,61.58,0,0,0,20.375,-87.325
0.54,98.84,0,0,0,-20.775,165.225
0.58,98.84,0,0,0,-20.775,165.225
0.2,58.79,0,0,0,-16.975,146.225
0.2,57.7,0,0,0,-17.625,146.475
0.2,56.73,0,0,0,-17.675,146.475
0.2,58.51,0,0,0,-18.675,146.475
0.2,57.39,0,0,0,-18.675,146.525
0.2,60.66,10,1.77,18,-18.825,146.525
0.2,58.63,0,0,0,-18.725,146.575
0.2,60.57,0,0,0,-18.775,146.625
0.2,56.14,0,0,0,-18.225,146.725
0.2,57.04,0,0,0,-18.375,146.775
0.2,74.92,15,2.26,17,-19.175,146.825
0.2,71.46999,13,1.37,18,-19.125,146.825
0.2,74.92,15,2.26,17,-19.175,146.825
0.2,56.97,0,0,0,-18.525,147.025
0.2,59.94,0,0,0,-18.525,147.125
0.2,71.10001,0,0,0,-18.525,147.425
0.2,56.16,0,0,0,-18.825,147.625
0.2,59.35,0,0,0,-18.775,147.725
0.2,69.83,0,0,0,-18.625,147.725
0.205,85.03,34,10.54,12,-16.475,123.025
0.25,60.07,10,1.16,46,-17.825,-38.925
0.029,62.05,0,0,0,20.375,-87.325
0.1,62.05,0,0,0,20.375,-87.325
0.141,57.49,0,0,0,-18.475,146.875
0.1687,57.49,0,0,0,-18.475,146.875
0.205,83.7,31,8.89,15,-16.425,123.075
0.205,90.21001,36,12.69,10,-16.425,123.225
0.2588,57.49,0,0,0,-18.475,146.875
0.2952,57.49,0,0,0,-18.475,146.875
0.3744,57.49,0,0,0,-18.475,146.875
0.95,85.41999,0,0,7,-21.075,55.225
0.95,85.41999,0,0,7,-21.075,55.225
0.95,85.41999,0,0,7,-21.075,55.225
0.95,73.92,0,0,23,-13.525,48.375
0.297,61.76,13,3.81,17,-18.825,146.425
0.3357,61.76,13,3.81,17,-18.825,146.425
0.09,59.78,0,0,0,-17.975,-38.675
0.0125,62.81,0,0,0,20.375,-87.325
0.026,62.81,0,0,0,20.375,-87.325
0.04,77.81,0,0,9,-20.975,164.625
0,77.81,0,0,9,-20.975,164.625
0.9,66.00999,14,4.72,35,-6.325,39.575
0.95,66.00999,14,4.72,35,-6.325,39.575
0.7,67.28,9,1.98,9,10.325,99.275
0.75,64.63,10,1.78,7,10.375,99.325
0.8,60.21,10,1.89,8,10.475,99.425
0.23,59.78,0,0,0,-17.975,-38.675
0.018,62.46,0,0,0,20.425,-87.325
0.033,62.46,0,0,0,20.425,-87.325
0.01,77.81,0,0,9,-20.975,164.625
0.09,76.34999,0,0,15,-20.925,164.625
0,76.34999,0,0,15,-20.925,164.625
0.95,60.11,0,0,0,-7.025,52.425
0.7,68.21,9,2.2,9,10.275,99.275
0.7,65.67,9,1.7,8,10.375,99.275
0.85,62.14,10,1.74,8,10.425,99.375
0.2,63.16,0,0,0,-18.875,147.975
0.2,65.91,0,0,0,-18.925,148.275
0.2,69.81,0,0,0,-19.025,148.575
0.2,63.02,0,0,0,-19.175,148.875
0.2,59.54,0,0,0,-19.225,148.925
0.2,67.24,0,0,0,-19.325,149.425
0.2,57.19,0,0,0,-19.625,149.775
0.2,56.24001,0,0,0,-19.775,150.075
0.2,58.23,0,0,0,-19.825,150.175
0.2,56.2,0,0,0,-19.925,150.325
0.2,56.2,0,0,0,-19.925,150.325
0.3433,60.66,10,1.77,18,-18.825,146.525
0.4078,60.66,10,1.77,18,-18.825,146.525
0.5331,60.66,10,1.77,18,-18.825,146.525
0.5498,60.66,10,1.77,18,-18.825,146.525
0.012,63.01,0,0,0,20.425,-87.325
0,84.2,11,1.77,8,-21.125,164.675
0,86.60001,11,2.05,8,-21.125,164.725
0,86.60001,11,2.05,8,-21.125,164.725
0.73,85.03,34,10.54,12,-16.475,123.025
0.25,90.57001,11,2.66,8,-21.225,164.825
0.25,90.57001,11,2.66,8,-21.225,164.825
0.8,83.24,13,2.6,7,13.525,-89.825
0.95,63.19,8,2.23,23,-7.725,39.775
0.0236,58.41,0,0,0,-9.575,143.775
0.0275,58.41,0,0,0,-9.575,143.775
0.2,79.68001,0,0,0,-10.025,142.475
0,58.41,0,0,0,-9.575,143.775
0.99,58.41,0,0,0,-9.575,143.775
0.018,65.67999,0,0,0,20.375,-87.325
0.2,78.39,0,0,0,-10.125,143.325
0.2,78.39,0,0,0,-10.125,143.325
0.33,66.92,0,0,0,-9.525,143.575
0.32,66.92,0,0,0,-9.525,143.575
0,67.17001,0,0,0,4.575,118.775
0,67.17001,0,0,0,4.575,118.775
0.0165,65.79,0,0,0,20.375,-87.325
0.75,128.63,0,0,11,-13.925,121.925
0.75,128.63,0,0,11,-13.925,121.925
0.955,128.63,0,0,11,-13.925,121.925
0.18,69.15,0,0,9,-9.525,143.525
0,69.15,0,0,9,-9.525,143.525
0,67.17001,0,0,0,4.575,118.775
0,67.17001,0,0,0,4.575,118.775
0,66.74001,0,0,0,4.625,118.775
0,67.17001,0,0,0,4.575,118.775
0,67.17001,0,0,0,4.575,118.775
0.014,65.44,0,0,0,20.425,-87.275
0.0053,57.13,0,0,8,-9.925,144.025
0.955,123.66,0,0,12,-14.175,121.775
0.955,123.66,0,0,12,-14.175,121.775
0.955,123.66,0,0,12,-14.175,121.775
0.955,123.66,0,0,12,-14.175,121.775
0.955,124.97,0,0,12,-14.175,121.825
0.955,124.97,0,0,12,-14.175,121.825
0.955,124.97,0,0,12,-14.175,121.825
0.955,124.97,0,0,12,-14.175,121.825
0.955,124.97,0,0,12,-14.175,121.825
0.27,57.13,0,0,8,-9.925,144.025
0.21,57.13,0,0,8,-9.925,144.025
0.11,57.13,0,0,8,-9.925,144.025
0,69.54,0,0,0,4.675,118.675
0,69.54,0,0,0,4.675,118.675
0.024,65.61,0,0,0,20.425,-87.275
0.75,96.39001,0,0,0,-10.425,105.725
0.75,96.01,0,0,0,-10.475,105.725
0.75,127.41,0,0,12,-14.075,121.925
0.75,127.96,0,0,12,-14.075,121.975
0.955,94.38,0,0,0,-10.425,105.675
0.955,127.41,0,0,12,-14.075,121.925
0.955,127.41,0,0,12,-14.075,121.925
0.955,127.96,0,0,12,-14.075,121.975
0.955,127.96,0,0,12,-14.075,121.975
0.955,127.96,0,0,12,-14.075,121.975
0.95,81.88,0,0,0,-20.525,57.425
0.033,65.98,0,0,0,20.375,-87.325
0.35,84.7,0,0,0,-14.675,145.425
0.368,94.38,0,0,0,-10.425,105.675
0.75,125.85,0,0,11,-14.075,121.775
0.75,126.16,0,0,11,-14.025,121.775
0.892,94.38,0,0,0,-10.425,105.675
0.955,127.96,0,0,12,-14.075,121.975
0.955,127.96,0,0,12,-14.075,121.975
0.955,127.96,0,0,12,-14.075,121.975
0.955,127.96,0,0,12,-14.075,121.975
0.955,127.96,0,0,12,-14.075,121.975
0.955,127.96,0,0,12,-14.075,121.975
0.955,127.96,0,0,12,-14.075,121.975
0.955,127.96,0,0,12,-14.075,121.975
0.955,127.96,0,0,12,-14.075,121.975
0.955,127.96,0,0,12,-14.075,121.975
0,65.52,0,0,0,4.625,118.825
0.015,65.61,0,0,0,20.425,-87.325
0.5,87.3,0,0,0,6.125,80.075
0.95,66.34,41,19.3,36,-6.275,39.175
0.2241,56.01,0,0,0,-17.475,146.425
0.23,84.7,0,0,0,-14.675,145.425
0.2487,56.01,0,0,0,-17.475,146.425
0.75,125.85,0,0,11,-14.075,121.775
0.75,127.52,0,0,11,-14.025,121.875
0.75,127.52,0,0,11,-14.025,121.875
0.75,127.52,0,0,11,-14.025,121.875
0.955,125.85,0,0,11,-14.075,121.775
0.21,86.56001,0,0,0,-14.675,145.475
0.21,86.56001,0,0,0,-14.675,145.475
0.369,60.97,0,0,0,-17.275,146.475
0.75,128.5,0,0,11,-13.925,121.875
0.75,128.5,0,0,11,-13.925,121.875
0.75,128.5,0,0,11,-13.925,121.875
0.75,128.5,0,0,11,-13.925,121.875
0.75,128.5,0,0,11,-13.925,121.875
0.75,128.5,0,0,11,-13.925,121.875
0.75,128.5,0,0,11,-13.925,121.875
0.75,128.5,0,0,11,-13.925,121.875
0.75,127.07,0,0,13,-13.625,122.025
0.75,127.07,0,0,13,-13.625,122.025
0.955,128.5,0,0,11,-13.925,121.875
0.955,127.51,0,0,11,-13.975,121.875
0.955,128.63,0,0,11,-13.925,121.925
0.8,103.22,0,0,13,-8.325,116.025
0.06,89.23,0,0,0,-14.625,145.475
0.3707,58.36,0,0,0,-17.175,146.375
0.52,58.36,0,0,0,-17.175,146.375
0.75,127.56,0,0,13,-13.675,122.025
0.75,127.07,0,0,13,-13.625,122.025
0.75,127.56,0,0,13,-13.675,122.025
0.955,127.56,0,0,13,-13.675,122.025
0.955,127.56,0,0,13,-13.675,122.025
0.95,103.11,0,0,13,-8.325,116.075
0,103.11,0,0,13,-8.325,116.075
0.9,64.55,0,0,29,-13.525,48.025
0.95,64.55,0,0,29,-13.525,48.025
0.0235,65.89,0,0,0,20.425,-87.275
0.07,86.56001,0,0,0,-14.675,145.475
0.08,84.7,0,0,0,-14.675,145.425
0.397,92,0,0,0,-10.475,105.625
0.439,92,0,0,0,-10.475,105.625
0.75,128.4,0,0,11,-13.875,121.875
0.804,92,0,0,0,-10.475,105.625
0.906,92,0,0,0,-10.475,105.625
0.955,123.66,0,0,12,-14.175,121.775
0.955,127.52,0,0,11,-14.025,121.875
0.955,127.52,0,0,11,-14.025,121.875
0.955,127.52,0,0,11,-14.025,121.875
0.675,103.64,0,0,7,-8.375,116.025
0.875,103.64,0,0,7,-8.375,116.025
0.04,65.89,0,0,0,20.425,-87.275
0.5,76.00001,0,0,0,5.925,80.525
0.22,84.7,0,0,0,-14.675,145.425
0.2829,75.14,0,0,0,-16.625,146.125
0.398,94.38,0,0,0,-10.425,105.675
0.4617,75.14,0,0,0,-16.625,146.125
0.6341,75.14,0,0,0,-16.625,146.125
0.846,94.38,0,0,0,-10.425,105.675
0.95,60.11,0,0,0,-7.025,52.425
0.95,64.37,10,3.68,39,-6.175,39.525
0.205,71.3,0,0,0,-17.125,119.625
0.205,71.99,0,0,0,-17.075,119.625
0.21,84.7,0,0,0,-14.675,145.425
0.23,84.7,0,0,0,-14.675,145.425
0.24,84.7,0,0,0,-14.675,145.425
0.7425,72.17,0,0,0,-16.475,145.975
0.798,72.17,0,0,0,-16.475,145.975
0.9571,75.14999,0,0,0,-16.475,146.025
0.0225,66.14,0,0,0,20.375,-87.325
0.23,86.56001,0,0,0,-14.675,145.475
0.24,86.56001,0,0,0,-14.675,145.475
0.26,84.7,0,0,0,-14.675,145.425
0.58,122.58,0,0,0,-15.975,124.075
0.9101,72.17,0,0,0,-16.475,145.975
0.387,96.01,0,0,0,-10.475,105.725
0.724,96.01,0,0,0,-10.475,105.725
0,66.13,0,0,0,-4.475,129.925
0,66.13,0,0,0,-4.475,129.925
0.1101,58.53,0,0,0,-16.925,145.975
0.1277,58.53,0,0,0,-16.925,145.975
0.0779,58.53,0,0,0,-16.925,145.975
0.1,58.53,0,0,0,-16.925,145.975
0.037,66.14,0,0,0,20.375,-87.325
0.9,91.3,0,0,0,-4.625,55.375
0.95,91.3,0,0,0,-4.625,55.375
0.1782,58.43,10,1,18,-18.775,146.525
0.1845,58.43,10,1,18,-18.775,146.525
0.066,66.14,0,0,0,20.375,-87.325
0.227,90.41,0,0,0,-10.425,105.525
0.478,90.25,0,0,0,-10.525,105.525
0.65,90.41,0,0,0,-10.425,105.525
0.714,90.25,0,0,0,-10.525,105.525
0.5,76.24001,0,0,0,5.975,80.425
0.75,70.6,8,1.13,8,9.675,99.675
0.85,67.42,8,0.94,9,9.725,99.675
0.7,70.6,8,1.13,8,9.675,99.675
0.8,70.6,8,1.13,8,9.675,99.675
0.8,70.6,8,1.13,8,9.675,99.675
0.0247,63.67,0,0,0,-18.425,146.975
0.08,84.7,0,0,0,-14.675,145.425
0.1,86.56001,0,0,0,-14.675,145.475
0.0375,66.95,0,0,0,-4.575,129.675
0.0675,66.95,0,0,0,-4.575,129.675
0.9,91.23001,0,0,0,-4.625,55.425
0.95,91.23001,0,0,0,-4.625,55.425
0.175,59.31,0,0,0,22.075,121.525
0.175,59.31,0,0,0,22.075,121.525
0,59.31,0,0,0,22.075,121.525
0,59.31,0,0,0,22.075,121.525
0,58.43,0,0,0,22.025,121.525
0,58.43,0,0,0,22.025,121.525
0.9,66.34,41,19.3,36,-6.275,39.175
0.1106,57.76,0,0,9,-14.525,-168.175
0.1204,57.76,0,0,9,-14.525,-168.175
0.145,57.76,0,0,9,-14.525,-168.175
0.0247,68.09,0,0,0,-18.425,147.075
0.37,94.78,0,0,0,-12.125,96.825
0,94.78,0,0,0,-12.125,96.825
0.3279,69.79,0,0,0,8.925,78.275
0.3514,69.79,0,0,0,8.925,78.275
0.3538,85.64999,0,0,0,9.175,78.775
0.3561,69.79,0,0,0,8.925,78.275
0.3581,85.64999,0,0,0,9.175,78.775
0.3595,84.82,0,0,0,9.175,78.725
0.3683,69.79,0,0,0,8.925,78.275
0.3752,84.82,0,0,0,9.175,78.725
0.3857,82.35001,0,0,0,9.175,78.675
0.3896,80.85001,0,0,0,9.225,79.225
0.3945,74.35,0,0,0,9.125,78.525
0.3962,74.35,0,0,0,9.125,78.525
0.4058,74.35,0,0,0,9.125,78.525
0.4075,81.60001,0,0,0,9.225,79.175
0.4107,74.35,0,0,0,9.125,78.525
0.4144,82.35001,0,0,0,9.175,78.675
0.417,81.29,0,0,0,9.275,79.175
0.4262,81.13,0,0,0,9.125,78.675
0.4476,82.35001,0,0,0,9.175,78.675
0.4648,81.60001,0,0,0,9.225,79.175
0.4785,84.82,0,0,0,9.175,78.725
0.4791,83.46001,0,0,0,9.125,78.725
0.4794,82.55,0,0,0,9.225,79.125
0.4825,83.46001,0,0,0,9.125,78.725
0.4847,84.82,0,0,0,9.175,78.725
0.4987,69.79,0,0,0,8.925,78.275
0.5014,82.55,0,0,0,9.225,79.125
0.5077,70.61,0,0,0,8.975,78.275
0.5245,87.2,0,0,0,9.175,78.925
0.5314,82.55,0,0,0,9.225,79.125
0.532,87.2,0,0,0,9.175,78.925
0.5383,87.2,0,0,0,9.175,78.925
0.5417,70.61,0,0,0,8.975,78.275
0.5421,87.2,0,0,0,9.175,78.925
0.5448,82.55,0,0,0,9.225,79.125
0.5528,69.79,0,0,0,8.925,78.275
0.5651,72.15,0,0,0,8.875,78.225
0.5663,87.2,0,0,0,9.175,78.925
0.5692,72.15,0,0,0,8.875,78.225
0.5755,76.22,0,0,0,9.125,78.575
0.5846,76.22,0,0,0,9.125,78.575
0.5933,76.22,0,0,0,9.125,78.575
0.5976,76.22,0,0,0,9.125,78.575
0.6048,85.65,0,0,0,9.175,78.825
0.6053,85.65,0,0,0,9.175,78.825
0.6102,72.15,0,0,0,8.875,78.225
0.6107,72.15,0,0,0,8.875,78.225
0.6182,85.65,0,0,0,9.175,78.825
0.6196,87.2,0,0,0,9.175,78.925
0.63,85.65,0,0,0,9.175,78.825
0.6303,87.2,0,0,0,9.175,78.925
0.6306,72.72,0,0,0,9.075,78.475
0.6418,72.72,0,0,0,9.075,78.475
0.6492,72.72,0,0,0,9.075,78.475
0.6512,72.72,0,0,0,9.075,78.475
0.6663,87.2,0,0,0,9.175,78.925
0.7846,80.85001,0,0,0,9.225,79.225
0.7895,80.85001,0,0,0,9.225,79.225
0.7922,80.85001,0,0,0,9.225,79.225
0.8075,80.85001,0,0,0,9.225,79.225
0.8231,81.60001,0,0,0,9.225,79.175
0.8231,81.60001,0,0,0,9.225,79.175
0.8522,81.60001,0,0,0,9.225,79.175
0.8522,81.60001,0,0,0,9.225,79.175
0.8597,81.60001,0,0,0,9.225,79.175
0.8597,81.60001,0,0,0,9.225,79.175
0.8682,81.60001,0,0,0,9.225,79.175
0.8682,81.29,0,0,0,9.275,79.175
0.8717,80.85001,0,0,0,9.225,79.225
0.8784,80.85001,0,0,0,9.225,79.225
0.8859,80.85001,0,0,0,9.225,79.225
0.9063,80.85001,0,0,0,9.225,79.225
0.9109,86.33,0,0,0,9.175,78.975
0.9133,86.33,0,0,0,9.175,78.975
0.9177,86.33,0,0,0,9.175,78.975
0.9214,86.33,0,0,0,9.175,78.975
0.9376,84.57001,0,0,0,9.225,79.075
0.9386,84.59,0,0,0,9.175,79.075
0.9646,84.57001,0,0,0,9.225,79.075
0.9731,84.59,0,0,0,9.175,79.075
0.9786,72,0,0,0,8.825,78.225
0.9797,72,0,0,0,8.825,78.225
0.9825,72,0,0,0,8.825,78.225
0.9853,72,0,0,0,8.825,78.225
0.035,72.83,0,0,0,14.175,120.575
0.09,96.34,0,0,0,-21.625,166.325
0.09,96.34,0,0,0,-21.625,166.325
0.95,91.3,0,0,0,-4.625,55.375
0.95,91.3,0,0,0,-4.625,55.375
0.7,84.9,0,0,0,8.425,79.825
0.0293,63.75,0,0,0,-18.475,147.075
0.01,94.78,0,0,0,-12.125,96.825
0,94.78,0,0,0,-12.125,96.825
0,94.36001,0,0,0,-12.075,96.825
0,94.36001,0,0,0,-12.075,96.825
0,97.05,0,0,0,-21.575,166.175
0,97.05,0,0,0,-21.575,166.175
0.95,91.3,0,0,0,-4.625,55.375
0.0113,58.41,0,0,0,-20.125,148.725
0.0497,57.89,0,0,0,-18.625,147.275
0.0681,58.41,0,0,0,-20.125,148.725
0.041,66.14,0,0,0,20.375,-87.325
0.02,97.05,0,0,0,-21.575,166.175
0.2,96.56001,0,0,0,-21.625,166.225
0.9,60.11,0,0,0,-7.025,52.425
0.059,71.14,0,0,0,-18.575,147.575
0.12,94.65001,0,0,0,-12.075,96.875
0.0085,94.65001,0,0,0,-12.075,96.875
0,94.36001,0,0,0,-12.075,96.825
0,94.36001,0,0,0,-12.075,96.825
0.84,76.68999,17,3.84,39,-17.775,-39.075
0.843,76.68999,17,3.84,39,-17.775,-39.075
0.009,66.14,0,0,0,20.375,-87.325
0.11,96.31,0,0,0,-21.625,166.275
0.0337,67.85,0,0,0,-18.625,147.575
0.04,96.56001,0,0,0,-21.625,166.225
0.634,59.78,0,0,0,-17.975,-38.675
0.667,59.78,0,0,0,-17.975,-38.675
0,58.3,0,0,0,-18.125,-38.575
0,58.3,0,0,0,-18.125,-38.575
0,73.71,0,0,0,5.125,115.075
0.8,83.24,13,2.6,7,13.525,-89.825
0.5076,63.97,0,0,0,12.225,93.025
0.0253,64.97,0,0,0,-18.625,147.425
0.519,59.78,0,0,0,-17.975,-38.675
0.569,59.78,0,0,0,-17.975,-38.675
0.01,72.81,0,0,0,4.225,118.675
0,74.52,0,0,0,4.225,118.625
0,72.81,0,0,0,4.225,118.675
0.0625,61.76,13,3.81,17,-18.825,146.425
0,61.76,13,3.81,17,-18.825,146.425
0.515,86.93,27,7.310001,31,-17.925,-39.125
0.737,86.93,27,7.310001,31,-17.925,-39.125
0.5195,65.8,0,0,0,12.075,93.075
0.01,66.21001,0,0,0,-4.525,129.875
0.0475,66.21001,0,0,0,-4.525,129.875
0.005,72.81,0,0,0,4.225,118.675
0,74.52,0,0,0,4.225,118.625
0,72.81,0,0,0,4.225,118.675
0,71.44,0,0,0,4.225,73.525
0,77.81,0,0,9,-20.975,164.625
0,77.81,0,0,9,-20.975,164.625
0.0247,59.68,0,0,0,-18.475,146.975
0.375,61.87,10,1.54,18,-18.675,146.325
0.21,94.66,0,0,0,-12.125,96.925
0.0077,94.66,0,0,0,-12.125,96.925
0,61.87,10,1.54,18,-18.675,146.325
0.7117,64.35001,0,0,0,12.175,93.075
0,74.52,0,0,0,4.225,118.625
0,76.89,0,0,0,4.275,118.625
0,74.52,0,0,0,4.225,118.625
0.01,73.31001,0,0,0,4.075,73.575
0,72.25999,0,0,0,4.075,72.925
0,77.64,0,0,9,-21.025,164.575
0,80.01001,10,1.19,9,-21.075,164.625
0,77.99001,0,0,14,-20.975,164.675
0.041,57.49,0,0,0,-18.475,146.875
0.025,72.5,0,0,0,5.075,114.975
0,75.53,0,0,0,5.075,115.075
0,75.53,0,0,0,5.075,115.075
0,72.5,0,0,0,5.075,114.975
0.95,78.35001,0,0,0,-17.025,42.675
0,72.95,0,0,0,4.025,72.975
0,69.14999,0,0,0,3.975,72.775
0,89.62,11,2.52,8,-21.225,164.775
0,88.99001,11,2.3,8,-21.275,164.775
0,90.24,11,2.43,8,-21.275,164.825
0.11,97.22001,0,0,0,-12.825,-38.575
0,73.71,0,0,0,5.125,115.075
0,73.71,0,0,0,5.125,115.075
0,73.71,0,0,0,5.125,115.075
0,72.03,0,0,0,3.925,72.975
0.22,90.33,11,2.47,8,-21.125,164.825
0.28,88.24001,11,2.16,8,-21.075,164.775
0.51,88.24001,11,2.16,8,-21.075,164.775
0.8214,67.31,0,0,0,12.025,93.075
0.01,72.03,0,0,0,3.925,72.975
0,69.6,0,0,0,3.925,73.375
0.0946,63.64999,0,0,0,19.875,-87.425
0,77.1,0,0,15,-20.975,164.575
0,77.1,0,0,15,-20.975,164.575
0.99,84.63,0,0,0,8.375,79.725
0.015,63.13,0,0,0,-18.725,147.725
0.437,107.15,0,0,7,-8.775,115.225
0.698,111.56,0,0,7,-8.825,115.225
0.01,71.06,0,0,0,3.925,73.475
0,71.75999,0,0,0,3.875,73.475
0.0286,64.11001,0,0,0,19.775,-87.425
0.0404,63.09,0,0,0,19.825,-87.425
0.2333,65.83,0,0,0,19.725,-87.425
0.0243,66.81,0,0,0,-18.675,147.725
0.01,71.06,0,0,0,3.925,73.475
0.375,72.98,0,0,0,4.325,73.325
0.375,69.51,0,0,0,4.125,73.475
0.625,77.38,0,0,0,3.025,72.925
0.625,77.01,0,0,0,3.075,72.975
0.625,74.38,0,0,0,4.325,73.025
0.625,71.92,0,0,0,4.275,73.325
0.625,79.43,0,0,0,1.775,73.425
0.625,75.41,0,0,0,3.175,73.475
0.625,72.16,0,0,0,5.125,73.225
0.625,71.3,0,0,0,5.475,73.325
0.625,81.82,0,0,30,-0.575,73.075
0.625,81.82,0,0,30,-0.575,73.075
0.625,75.77,0,0,0,0.425,73.175
0.625,79.95,0,0,31,-0.675,73.225
0.875,70.1,0,0,0,4.075,72.775
0.875,69.14999,0,0,0,3.975,72.775
0.875,69.53,0,0,0,3.925,72.775
0.875,71.84,0,0,0,4.225,72.775
0.875,69.94,0,0,0,4.025,72.775
0.875,72.25999,0,0,0,4.175,72.875
0.875,74.35,0,0,0,4.275,73.025
0.875,75.04,0,0,0,4.375,73.075
0.875,74.2,0,0,0,4.225,73.075
0.875,72.38,0,0,0,3.425,73.425
0.875,75.3,0,0,0,3.175,73.425
